Genes	ES1	ES2	DE3	DE2	DE3	ES1	D4CF2	D4CF3	FS1	FS2	AS1	AS2	AS3
PAX3	1.12761	1.18863	1.11935	1.30527	1.11935	1.12761	12.711	14.5752	1.01488	1.0472	17.6327	1	1
PAX8	1.04765	1.04697	1.01822	1	1.01822	1.04765	2.75309	1.81407	2.14842	2.44105	3.88374	2.39832	2.04334
PAX9	1.26357	1.27011	1.32401	1.02688	1.32401	1.26357	2.27167	2.03389	1.02806	1	1.80891	1.4145	1.03639
PAXIP1-AS1	4.48892	4.58804	2.27373	2.20781	2.27373	4.48892	2.9614	2.62089	6.61289	9.13805	3.01583	6.82777	13.0232
PBLD	2.21515	2.59772	4.06051	3.52093	4.06051	2.21515	1.93791	2.17513	40.4806	116.655	2.50228	192.166	31.924
PBX3	21.5299	20.1981	21.8364	21.8318	21.8364	21.5299	8.209	9.5163	20.7407	7.15951	21.5646	6.72074	6.48794
PCDH9-AS2	1	1	1	1	1	1	1	1	1	1	1	1	1
PCDHGA4	1.50956	1.65069	1.35058	1.15776	1.35058	1.50956	1.21206	1.204	2.06123	1.1391	1.21549	1	1.51492
PCDHGA5	1.36619	1.48497	1.25209	1.17431	1.25209	1.36619	1.02324	1.02233	2.63502	1.48174	1.02614	1	1.66129
PCDHGB1	2.07847	2.46076	1.56245	1.66503	1.56245	2.07847	1.62963	1.60569	1.7123	1.07739	1.63191	1	1.09486
PCDHGB2	1.8812	2.43178	2.20765	1.3845	2.20765	1.8812	1.72193	1.48351	2.22199	1.36711	1.60477	1	1.3789
PCED1B	2.6133	2.34435	2.1334	1.25673	2.1334	2.6133	1.90884	1.78404	2.34195	3.14004	1.99022	3.18097	3.04137
PCNX	14.6337	15.0653	14.9866	16.7507	14.9866	14.6337	11.3301	12.83	12.7117	19.7969	10.2126	7.03808	5.77794
PCSK2	1.52555	1.56685	7.71535	7.19159	7.71535	1.52555	1.25587	1.21259	2.72228	1.32024	1.61587	1.26882	2.5692
PCYOX1L	11.5216	10.1974	5.64733	6.08589	5.64733	11.5216	13.6676	13.6772	13.3158	27.4384	11.402	2.53884	8.15984
PDHA1	34.5814	34.159	52.6752	61.3752	52.6752	34.5814	35.5551	34.7028	16.6931	20.426	33.1312	51.0663	49.0302
PDS5B	21.628	22.9727	20.9299	25.8684	20.9299	21.628	21.3306	24.9883	11.8996	9.57911	20.7446	6.92424	5.00102
PDX1	1	1	1	1	1	1	1.04388	1.04222	2.82163	1.83728	1.04955	47.2427	23.3498
PDX1-AS1	1	1	1	1	1	1	1.02891	1	1.04528	1	1	1	1.29432
PER3	4.50118	5.09671	2.22553	2.29164	2.22553	4.50118	2.72386	2.63179	4.12859	2.12483	2.4477	4.97569	4.42576
PEX11A	2.92079	2.5933	3.12929	3.21371	3.12929	2.92079	5.07334	5.23864	6.06927	8.78821	4.94948	18.4494	8.94061
PEX7	9.76354	8.83192	7.32739	7.89818	7.32739	9.76354	9.25611	10.0777	7.14504	9.07658	7.97988	6.67284	4.32074
PFDN1	46.1699	43.5304	53.5548	51.9197	53.5548	46.1699	58.3601	52.8807	19.8166	26.6936	62.0439	64.7249	53.0695
PFN4	1.38271	1.1056	1	1.13665	1	1.38271	1.18205	1	1.56932	1.37978	1.30833	1	1
PGAP1	15.6638	16.6532	24.0769	26.7102	24.0769	15.6638	18.6863	22.3061	7.89613	8.45991	17.112	1.98981	4.14684
PGM2L1	23.0786	24.4153	10.089	11.4092	10.089	23.0786	7.30845	8.58196	8.17191	1.69031	8.00957	1.43393	4.08506
PHC1	41.3332	41.3946	4.70126	4.4061	4.70126	41.3332	3.71377	3.80054	1.69484	1.87998	3.79244	1.52738	2.10603
PHEX-AS1	1.03208	1.03541	1	1	1	1.03208	1	1	1.0478	1	1	1	1
PHOX2B	1	1	1	1	1	1	1.01839	1.08847	23.4758	1.53388	1.3115	1	8.32423
PHTF2	12.6531	14.0109	10.5369	14.0881	10.5369	12.6531	14.4201	18.7095	7.90965	5.43439	14.5744	3.82773	3.6644
PHYHIPL	1.1868	1.14217	1.27965	1.62028	1.27965	1.1868	2.03883	2.827	8.25704	8.68029	4.87036	10.9718	11.7367
PKDCC	9.06301	8.5338	8.01358	3.27564	8.01358	9.06301	2.0409	1.6531	57.7863	61.3003	3.8615	6.24162	56.5864
PKIB	108.711	106.625	51.0058	67.0011	51.0058	108.711	1.74551	2.47289	19.0266	34.1583	2.62296	43.4108	5.86684
PKP2	13.5299	13.0505	23.9018	28.7611	23.9018	13.5299	17.0252	14.053	17.9816	11.9421	16.8478	14.7647	25.1649
PKP4	35.3453	35.9684	31.6602	32.561	31.6602	35.3453	36.633	38.2331	16.3716	20.4305	32.7388	16.8058	16.8801
PLA2G2F	1	1	1	1	1	1	1	1	1.01619	1	1	1.47854	1
PLAA	35.3329	36.8862	23.4217	33.3566	23.4217	35.3329	25.1175	33.0993	9.0767	8.36154	25.2407	10.3569	8.12548
PLAGL2	11.9327	11.4402	9.7038	10.1869	9.7038	11.9327	21.0683	23.0771	33.9719	66.8852	18.4919	4.96478	13.1223
PLBD1	13.204	12.5479	8.47292	10.5715	8.47292	13.204	12.8801	10.0578	40.3046	25.9424	10.5433	7.28009	20.9717
PLCL1	1.03412	1.03766	1.04894	1.03655	1.04894	1.03412	1.08928	1.12494	4.38333	1.65238	1.13746	1.56241	1.41137
PLCXD1	1	1	1	1	1	1	1	1	1	1	1	1	1
PLEKHA5	45.6543	47.9762	26.5577	33.3833	26.5577	45.6543	20.6884	23.2025	19.8552	17.5674	20.7735	13.7322	8.16845
PLEKHG1	1.93218	1.92593	1.51696	1.39935	1.51696	1.93218	1.95337	2.32961	4.28348	3.57194	3.89553	3.73085	5.61414
PLEKHG5	3.58956	3.25839	6.76925	3.21876	6.76925	3.58956	2.82667	1.65903	8.81972	7.11516	2.66896	3.43522	6.91403
PLK2	14.1946	13.6781	16.3805	25.8017	16.3805	14.1946	26.1463	32.9482	12.1139	10.7223	28.6677	8.42829	6.4541
PMF1	58.5489	50.7523	58.703	46.1815	58.703	58.5489	46.123	34.7924	30.9496	31.8249	44.6854	41.202	40.4276
PMF1-BGLAP	4.30928	1.56605	4.65351	4.0303	4.65351	4.30928	5.79829	4.46366	3.88146	6.77885	5.06232	12.5084	1
PMS1	34.3551	33.5533	25.4488	29.3892	25.4488	34.3551	33.4886	41.7783	8.30925	6.96409	31.658	2.58092	5.249
POFUT1	12.6035	12.0947	16.4284	16.0096	16.4284	12.6035	21.4985	18.6752	44.4884	71.1203	19.274	12.7354	30.0118
POGLUT1	10.3632	10.5844	8.41425	12.4727	8.41425	10.3632	13.2572	16.7324	6.76202	7.20245	13.7952	3.16766	9.40405
POP4	10.1692	9.62721	9.99922	12.8944	9.99922	10.1692	9.36826	12.4027	6.65539	6.91764	11.143	21.1471	13.2003
POSTN	1.35305	1.51712	1.39556	1.60501	1.39556	1.35305	12.4577	13.0918	143.003	7.86877	18.648	1.42492	28.0069
POTEI	1	1	1	1	1	1	1	1	1	1.01425	1	1	1
POTEJ	1	1	1	1	1	1	1	1	1	1.01403	1	1.39136	1
PPAP2B	19.3226	18.075	9.05785	12.1848	9.05785	19.3226	16.3386	15.8535	28.1669	36.9086	16.1443	7.5864	41.9141
PPEF2	1	1	1.01953	1	1.01953	1	1	1	1.01269	1.02686	1	1	1
PPP1R3B	18.4738	18.8111	44.4437	41.4426	44.4437	18.4738	4.41407	4.63917	36.764	34.1839	4.78905	2.56866	7.07768
PPP4R4	12.3104	12.0931	2.79697	2.3533	2.79697	12.3104	3.54724	4.61927	1.10002	1	3.52399	1	1
PPWD1	36.9346	37.5057	32.1149	38.1362	32.1149	36.9346	39.3731	44.9212	20.4813	23.4844	39.1269	11.1421	8.0853
PPY	1	1	1	1	1	1	1.20543	1	1.32023	4.46182	1	1	1
PRKACB	23.3079	25.453	14.54	16.4126	14.54	23.3079	28.4507	37.2359	36.9667	15.9265	28.2004	5.21013	9.16347
PRKCA	6.59347	6.97619	2.36846	2.76691	2.36846	6.59347	3.73054	4.40923	12.3164	13.1055	3.87061	22.7149	11.7226
PRPS1	174.752	168.638	65.1308	81.6974	65.1308	174.752	75.8587	79.0571	11.0323	11.1876	65.6094	9.02479	14.5716
PRRG4	1.64528	1.71217	1.62286	1.90684	1.62286	1.64528	1.27285	1.34687	5.42069	6.32193	1.44009	9.33046	5.94061
PSMA5	54.5324	50.7257	32.3428	44.2306	32.3428	54.5324	37.5362	45.8148	13.4567	19.4768	39.1089	56.3887	13.8227
PSMG2	70.2196	70.3141	44.5671	62.0775	44.5671	70.2196	76.3876	91.0064	29.102	37.6379	74.7416	93.1115	44.0573
PTBP2	41.6505	41.308	23.6715	29.0738	23.6715	41.6505	23.4411	28.8064	15.3545	8.27494	23.6556	2.83178	6.62789
PTGFRN	7.95303	7.73227	14.7454	13.3916	14.7454	7.95303	22.7474	19.9076	16.7203	7.63155	19.6918	5.23348	18.6241
PTH2R	1.17412	1.12011	1	1.03108	1	1.17412	1.0207	1	1.01621	1	1.02337	1	1.04209
PTPRO	1.58654	1.5554	1.05145	1.10059	1.05145	1.58654	1.52261	1.72044	1.68163	1.3276	2.52788	1.32644	4.66731
PVT1	10.4649	8.78409	2.42562	2.87866	2.42562	10.4649	4.89393	5.11418	1.27222	1.6641	5.08251	1.80729	1.99233
PWWP2A	36.8366	38.6879	17.9715	24.5812	17.9715	36.8366	18.2841	19.3768	16.0612	13.5021	17.1062	8.89776	9.94732
QSER1	46.9478	51.7833	40.6239	54.2786	40.6239	46.9478	28.6419	32.4392	11.159	10.3215	26.3111	2.1825	5.42837
R3HCC1L	13.2729	12.8544	10.1384	13.8345	10.1384	13.2729	15.3156	16.8686	10.4899	12.1167	15.4643	7.14552	6.47313
RAB11FIP2	10.4678	11.0786	9.41233	10.6839	9.41233	10.4678	11.8356	13.4481	7.9743	7.33925	10.7193	2.43505	4.49093
RAB14	29.7946	30.5177	31.7324	39.5302	31.7324	29.7946	36.1556	40.1968	29.5222	33.3431	35.8535	42.3146	34.9321
RAD23B	97.65	102.258	90.17	115.996	90.17	97.65	115.513	132.67	36.5108	44.3557	111.314	52.2783	52.8647
RAD50	25.2873	28.4179	19.8165	24.0891	19.8165	25.2873	17.3745	17.9659	13.9514	15.4713	16.6975	9.26285	9.40646
RAD51	18.5707	18.1587	13.6436	16.7151	13.6436	18.5707	17.3514	19.1381	4.731	4.70387	16.7711	1.62014	4.19556
RAD51-AS1	4.22751	3.72013	4.56854	3.59775	4.56854	4.22751	2.17241	1.85938	6.76691	7.82779	1.69339	2.30179	3.7438
RAMP3	1.23899	1.05275	1.05484	1	1.05484	1.23899	1	1	1.85429	1.94499	1	5.23261	45.0429
RARB	1.13589	1.20181	2.18194	2.34943	2.18194	1.13589	1.761	1.80061	6.91716	5.39871	2.28108	1.50461	2.32052
RASGRP4	1.40185	1.39425	1.02561	1	1.02561	1.40185	1.29737	1.14305	1.32879	1.39364	1.04286	1.49188	1.46545
RASL10B	8.21747	7.09017	6.01066	4.02675	6.01066	8.21747	10.2134	7.77337	1.98047	2.09561	11.3241	1.40226	3.25993
RASSF4	4.86321	4.02667	2.55961	1.91945	2.55961	4.86321	3.83594	2.76799	14.2031	8.60437	4.12516	124.502	18.3934
RASSF6	1.09547	1.10786	1.34027	1.321	1.34027	1.09547	1.01818	1.08945	7.08192	7.86997	1.04199	9.81629	4.92192
RASSF9	1.41181	1.49237	1.70876	1.73508	1.70876	1.41181	2.3386	2.4763	2.63618	1.89462	1.84785	2.51557	3.92741
RBBP5	13.4686	13.1655	11.0163	12.2199	11.0163	13.4686	15.2076	17.4652	7.52458	8.02806	13.984	8.71148	6.95204
RBM24	1.79756	1.7702	16.7887	22.4254	16.7887	1.79756	3.82174	2.93893	2.02686	1.32439	2.84732	2.09876	3.07389
RBM26-AS1	1.38559	1.34577	1.24886	1.55063	1.24886	1.38559	1.57319	1.63969	1.62853	1.39947	1.41419	2.06226	1.88592
RBM3	60.7118	60.1416	79.8019	102.839	79.8019	60.7118	74.7123	78.3744	33.9016	36.8399	75.8988	72.0467	45.6522
RBM4	70.4353	68.9322	47.8941	59.4028	47.8941	70.4353	58.9265	63.1532	30.4791	45.3746	65.1715	50.6954	62.6882
RBM47	26.2258	27.1303	6.58926	8.15891	6.58926	26.2258	3.92455	3.53408	50.3979	60.8177	4.16588	96.6887	53.6404
RBM6	69.7525	65.6314	62.7178	72.6727	62.7178	69.7525	44.9331	47.6905	35.7929	44.1973	47.5319	115.348	20.4031
REC114	1	1.25088	1	1	1	1	1	1.06961	1.33846	1.12039	1	1	1
REEP4	7.59999	7.23198	12.1487	10.6866	12.1487	7.59999	8.22096	6.63822	11.3519	9.63336	7.2231	9.10018	20.6291
REG1B	1	1	1	1	1	1	1	1	1	1.14403	1	31.3832	1601.65
RELL2	3.23546	2.49674	1.45874	1.18494	1.45874	3.23546	1.03048	1.08964	1.94416	1.87747	1.15948	3.94874	3.19606
REP15	1.70117	1.70937	2.60903	3.75352	2.60903	1.70117	1.66708	2.55097	40.3259	22.7365	1.56489	33.4039	16.5947
RETNLB	1	1	1	1	1	1	1	1	1.10997	1	1	4.34106	52.1052
REV1	17.4612	17.1142	13.3061	16.9307	13.3061	17.4612	16.5628	19.4523	12.1454	12.0454	17.3663	8.43024	6.77663
REXO1L2P	1	1	1	1	1	1	1	1	1	1	1	1	1
RGMB	7.87827	7.7517	22.7721	28.3666	22.7721	7.87827	11.3337	13.8208	29.5247	28.3786	18.3925	4.56919	58.1401
RGMB-AS1	1.5107	1.36323	3.95643	4.97347	3.95643	1.5107	1.51237	1.79577	3.49227	3.55578	2.0643	1.66013	4.47732
RGPD1	1.01684	1.00929	1.02899	1.03607	1.02899	1.01684	1	1	1.01536	1.03305	1	1	1
RGPD2	1	1	1	1	1	1	1.00981	1	1	1.12414	1	1	1
RGS1	1	1	1	1	1	1	1.30345	1.37535	14.2346	11.304	1.44051	21.1661	16.6713
RGS5	24.8566	24.8748	43.8287	67.3071	43.8287	24.8566	35.3381	42.7004	32.1059	6.29134	52.1442	9.222	13.6622
RHBDD3	3.70673	3.55493	5.16813	3.54292	5.16813	3.70673	2.76193	2.36912	7.87152	9.07552	2.87459	9.65291	24.0679
RIN2	1.36132	1.24462	3.63652	3.27698	3.63652	1.36132	4.29116	3.99249	8.97428	6.87308	4.44018	14.3751	14.5397
RIOK1	24.2669	25.0381	18.1879	28.1659	18.1879	24.2669	29.9057	40.2142	9.78986	9.01257	29.8354	10.535	8.88659
RIPK3	1.03182	1	1.07302	1	1.07302	1.03182	1.03027	1	6.97381	6.50372	1.06836	59.2897	10.6803
RLN2	7.818	8.52475	2.93031	3.65552	2.93031	7.818	1.08423	1.48627	1.13174	1.1405	1.19022	1	1.69418
RMDN2	3.23798	3.19198	2.53056	4.03161	2.53056	3.23798	2.49828	2.83755	7.2459	11.3625	3.08669	6.85341	2.91366
RMST	4.60378	4.53188	2.02546	2.31743	2.02546	4.60378	1.74057	1.34305	1.04296	1.0683	2.48651	1	1
RNF10	57.2082	55.2886	50.4878	51.6265	50.4878	57.2082	38.3243	40.0933	25.7697	21.8661	37.4555	70.9495	28.3701
RNF145	40.8853	43.284	39.6826	51.0692	39.6826	40.8853	76.5138	96.1519	21.1711	17.6247	71.758	12.2721	18.8381
RNF19A	7.26896	6.66883	42.4624	49.4491	42.4624	7.26896	9.92029	11.7679	27.9275	35.2787	10.0981	34.1506	15.2919
RNF217	2.78932	3.2775	4.35659	5.32402	4.35659	2.78932	5.0632	5.48274	7.42659	7.59905	4.49339	1.74669	3.09735
RNMTL1	11.3314	11.685	5.47472	6.12947	5.47472	11.3314	11.122	10.9573	7.54972	8.94525	8.01882	16.8633	17.3153
ROS1	1	1	1	1	1	1	1	1	2.30757	3.2784	1	1	1
RPL23AP32	1	1.14494	1.15068	1	1.15068	1	1	1	1.09759	1.10455	1	6.90812	1
RPL37	247.609	219.453	221.041	152.007	221.041	247.609	490.785	299.826	167.708	207.725	443.809	488.141	46.9555
RPS27A	377.598	320.366	222.479	360.659	222.479	377.598	421.033	492.083	48.6567	171.312	383.405	693.732	694.445
RPS7P5	1	1	1	1	1	1	1	1	1	1	1	1	1.14251
RRN3P2	1.04985	1.05502	1.0286	1	1.0286	1.04985	1.02371	1.1825	1.35287	1.64926	1.02677	1	1.19292
RSPH10B	1.01883	1	1	1.05377	1	1.01883	1	1	1	1.01485	1.02022	1	1
RSPH10B2	1.05648	1.02078	1	1	1	1.05648	1	1	1	1	1	1	1
RSRC1	15.8869	17.7072	19.7381	23.6929	19.7381	15.8869	24.8213	27.3325	7.09361	8.1829	23.6575	1.90479	5.38273
RTKN2	16.8991	18.3047	9.57046	11.9167	9.57046	16.8991	15.6167	22.5203	3.93202	4.07534	17.2086	1.59033	2.97452
RUNDC3B	1.16246	1.25083	1.10168	1.18982	1.10168	1.16246	1.57611	1.56781	2.76138	1.78438	2.03106	2.94959	2.51286
RYR1	4.0356	4.18335	1.09911	1.04626	1.09911	4.0356	1.15409	1.06918	1.42145	1.45682	1.08506	1	1.10403
S100A10	96.8483	92.3297	139.776	273.919	139.776	96.8483	51.1443	57.0577	332.703	309.627	54.9275	998.959	332.057
S100A4	48.2811	43.2844	16.8743	12.1448	16.8743	48.2811	70.5622	59.9822	12.1184	6.38614	44.3239	109.689	168.769
S100A5	1.10797	1.11916	1	1	1	1.10797	1	1	1.24084	1.17159	1	1	1.21245
S100A6	20.1612	16.3571	8.0667	5.07178	8.0667	20.1612	1.10851	1.10439	337.035	164.582	1.12252	2340.69	1041.81
SAA3P	1	1	1	1	1	1	1	1	1	1	1	1	1
SAAL1	52.9159	50.3912	21.5014	34.2761	21.5014	52.9159	49.7259	63.7048	8.32897	8.35434	45.3573	7.37203	5.23617
SCAF4	30.2998	30.2294	20.8253	24.9875	20.8253	30.2998	22.8015	25.0467	14.0174	19.737	23.7958	9.11353	10.4463
SCFD1	52.2751	52.9003	43.6922	61.7535	43.6922	52.2751	49.7478	67.4789	22.4255	27.7216	47.0671	19.731	4.12698
SCGB1A1	1	1	1	1	1	1	1	1	1	1	1	1	1
SCGB1D4	1	1	1	1	1	1	1	1	1	1	1	1	1
SCHLAP1	1	1	1	1	1	1	1	1	1	1	1	1	1
SCIMP	1.09481	1.11412	1.06472	1.25647	1.06472	1.09481	1.05862	1.02523	1.90555	2.53287	1	2.64361	4.51111
SEC22B	30.9361	33.1055	36.0949	45.7935	36.0949	30.9361	42.6064	48.3851	47.5925	48.9333	42.9089	54.8709	46.9724
SEMA3C	1.51666	1.57021	1.89551	2.78953	1.89551	1.51666	3.60409	4.59198	38.5043	35.1683	7.31736	1.96669	10.6095
SEMA3D	3.68927	3.64932	7.58542	11.3868	7.58542	3.68927	3.6272	3.48626	10.7208	4.14467	4.66427	1.19833	1.6615
SERPINB10	1	1	1	1	1	1	1	1.05051	1	1	1	1	1
SERPINB11	1	1	1.04932	1	1.04932	1	1	1	1.03201	1	1	1	1
SERPINB13	1	1	1	1	1	1	1	1	1	1	1	1.40416	1
SERPINB5	1.13495	1.07447	1.05161	1.12848	1.05161	1.13495	1	1	1	1	1	5.46001	13.181
SETDB2	4.49879	4.76454	5.08496	5.82696	5.08496	4.49879	4.12389	4.87249	6.15958	7.72911	3.76399	4.32598	3.45256
SF3B6	157.575	157.535	111.997	147.812	111.997	157.575	172.696	165.302	48.8011	59.9781	151.698	227.052	68.3364
SFR1	7.58438	7.28478	6.97215	6.27308	6.97215	7.58438	8.8727	10.2843	3.75142	6.2761	8.55077	4.93716	9.21073
SFRP4	1	1.02178	1	1	1	1	1.01877	1.01806	1.24997	1.07784	1.04239	1	1.34327
SGTA	13.5002	12.311	18.0151	8.65016	18.0151	13.5002	14.6898	9.12505	19.4742	18.1416	16.0955	81.4505	58.8546
SH2D1B	1.04688	1	1.13446	1.03347	1.13446	1.04688	1	1	1.12226	1.38848	1	1.51648	1.2267
SH3BGRL	50.8404	54.1524	42.9365	56.4264	42.9365	50.8404	55.1283	71.1866	70.9961	47.7873	69.5726	71.7077	50.9463
SH3D19	28.7886	30.9732	18.9032	24.8847	18.9032	28.7886	25.5054	28.2366	27.5989	34.0055	25.9253	54.9043	29.0827
SH3KBP1	8.45561	8.37742	11.3833	12.0509	11.3833	8.45561	12.4606	11.3832	6.82133	6.77804	9.92844	6.08822	9.2975
SHISA3	1.9894	2.22845	7.45657	8.50586	7.45657	1.9894	2.05895	2.83949	6.15992	17.1405	1.89673	1	13.4597
SHOX2	1	1	1.19379	1.21439	1.19379	1	1.26781	1.65258	1	1.08883	2.22975	1	1.03625
SI	1	1	1	1	1	1	1	1.00861	79.2684	273.014	1.01011	162.492	79.3886
SIX1	1.06601	1	1.05049	1.06284	1.05049	1.06601	1.58613	1.70487	1	1.2431	2.29994	1.48473	1.17021
SKIDA1	1.99147	1.98105	6.07017	7.43227	6.07017	1.99147	2.64259	2.74458	1.66902	1.51884	4.58069	1	1.14837
SLC10A2	1	1	1	1	1	1	1	1	1.45561	14.9828	1	4.0262	3.95157
SLC10A7	2.60283	2.88691	3.13517	4.0954	3.13517	2.60283	4.0498	4.50628	4.58391	4.51607	4.55825	2.34347	3.97774
SLC14A2	1.0315	1.05214	1.01807	1	1.01807	1.0315	1	1.04324	1.48126	4.1565	1	1	1.03042
SLC22A20	2.21819	1.89275	1.31523	1.06379	1.31523	2.21819	1.04785	1	1.14148	1.29771	1	2.10843	1.57985
SLC22A9	1.02597	1.02866	1.08938	1.11124	1.08938	1.02597	1	1	1.29023	1.041	1	1	1
SLC24A1	2.68177	3.03066	3.2758	3.6266	3.2758	2.68177	3.20527	3.33142	3.97904	3.96506	3.17291	2.29494	4.01125
SLC25A53	2.14349	2.44232	3.093	2.94395	3.093	2.14349	1.96702	2.21277	1.20296	1.24327	2.27707	1	1.07003
SLC26A2	7.44831	7.59581	8.73319	9.94061	8.73319	7.44831	10.7536	12.1117	166.958	79.6887	11.0806	4.04966	6.56766
SLC27A6	6.59447	6.72437	5.75762	6.56287	5.75762	6.59447	2.33585	2.0366	1.49005	1.36057	1.72981	1	2.72446
SLC2A11	4.66752	4.08007	2.96424	2.90285	2.96424	4.66752	3.11546	2.69277	5.03692	5.12776	3.68119	6.82728	3.24711
SLC35A1	11.8616	13.0401	9.43419	11.2874	9.43419	11.8616	21.0957	23.8	30.9456	23.3362	18.9365	13.6608	14.6124
SLC35D1	2.98239	3.4963	4.15633	4.60406	4.15633	2.98239	5.00465	5.74801	20.4065	27.4581	5.99999	6.37351	8.59702
SLC36A4	13.8094	15.4319	21.6475	26.3435	21.6475	13.8094	18.1204	19.0061	3.98099	2.10193	15.6111	1.41261	2.39438
SLC38A6	5.528	6.82716	4.69767	5.88975	4.69767	5.528	4.94426	6.29993	3.90149	7.97094	6.37945	1	1.47936
SLC38A7	9.8681	10.0128	17.3729	11.6898	17.3729	9.8681	7.51485	5.24339	7.45016	10.6331	7.05367	1.46844	5.56462
SLC4A10	1.34584	1.38169	1.04668	1.0581	1.04668	1.34584	1.09677	1.04654	1.28054	1.2005	1.0437	1	1.05887
SLC7A5P2	1.04686	1.02586	1.32257	1.20073	1.32257	1.04686	1.06687	1.02144	1.29678	1.53624	1.05033	1	2.54093
SLC7A6	16.9023	17.1266	32.5902	38.0944	32.5902	16.9023	13.4273	15.5749	7.93426	6.31554	13.6614	4.41623	9.8444
SLFN5	4.33236	4.70493	16.1247	19.4727	16.1247	4.33236	5.32851	5.47949	4.20799	2.97816	5.20038	6.13766	8.16806
SLIRP	549.31	507.518	247.529	352.083	247.529	549.31	221.79	288.4	38.865	59.4639	256.167	403.012	32.4298
SLMAP	19.8678	22.1525	15.1102	18.4317	15.1102	19.8678	13.8957	16.2058	30.9526	16.1555	13.8481	24.6548	14.7591
SMARCA1	62.8883	65.5996	59.4087	71.4361	59.4087	62.8883	94.9804	113.925	21.9368	18.4446	85.0374	3.55112	4.91862
SMC2	29.7316	32.7056	22.3232	29.9708	22.3232	29.7316	33.5361	44.835	11.0423	9.3734	32.3805	2.0399	8.08357
SMCO3	1.05751	1.09521	1.06598	1.12318	1.06598	1.05751	1.10942	1.13159	1.14997	1.09082	1.09266	1	1.16705
SMEK2	20.1288	21.019	27.1454	31.7176	27.1454	20.1288	29.6627	35.6943	22.6677	30.9944	28.8016	27.8211	22.5995
SMG1	24.1541	26.6493	23.8319	30.1686	23.8319	24.1541	12.0371	14.3141	17.4332	18.1196	12.3037	8.10826	9.05742
SMG1P5	1.00001	1.00001	1.00001	1.00001	1.00001	1.00001	1.00001	1.00001	1.328	1.39963	1.00001	1	1.41192
SMIM3	32.2411	29.4498	3.97241	3.52731	3.97241	32.2411	20.2535	19.6876	11.1104	6.10258	15.7956	22.4873	22.2962
SMIM9	1	1	1	1	1	1	1	1	1	1	1	1	1
SMOC1	2.00116	2.07048	1.08974	1.02234	1.08974	2.00116	19.4986	19.7139	2.17775	1.59228	17.6519	2.03263	1.69495
SNAPC1	11.7841	12.5577	11.7118	13.2498	11.7118	11.7841	17.5555	19.7828	3.45737	3.40909	14.9775	1.98178	3.58561
SNHG12	27.244	25.7944	11.0764	15.4365	11.0764	27.244	12.5611	19.413	16.5679	25.1703	16.686	62.6724	17.2562
SNORA1	50.3831	55.5021	34.9969	184.351	34.9969	50.3831	19.7928	46.2002	33.5772	24.9421	11.6093	1	1
SNORA16A	1	29.9694	21.0781	1	21.0781	1	9.32409	17.0168	70.9018	52.1397	1	1	56.2811
SNORA18	140.356	195.815	150.235	200.001	150.235	140.356	62.8707	60.5242	191.888	166.783	90.8161	1	63.659
SNORA25	10.2904	21.5068	54.2982	133.667	54.2982	10.2904	45.1934	26.5104	148.784	133.626	80.8366	1	1
SNORA30	1	1	12.6898	15.5489	12.6898	1	10.6929	1	1	1	1	1	1
SNORA32	14.2228	15.5935	16.1717	114.294	16.1717	14.2228	51.3197	158.336	205.236	125.17	29.4075	1	1
SNORA40	142.074	96.8139	38.3538	171.462	38.3538	142.074	42.2969	40.7307	72.0485	163.709	1	1	89.6452
SNORA44	93.9037	52.267	11.6596	67.3336	11.6596	93.9037	9.83867	26.5104	81.0496	56.2609	20.9591	1	188.977
SNORA61	257.792	142.705	102.991	127.935	102.991	257.792	66.7749	100.44	111.763	228.45	43.4372	1	215.611
SNORA70F	1	1	1	1	1	1	1	1	12.3354	30.5423	1	1	1
SNORA8	409.711	368.544	296.264	530.601	296.264	409.711	332.234	278.105	102.815	145.603	228.646	1	42.5146
SNORA84	19.0291	1	21.6863	1	21.6863	19.0291	9.57625	9.25098	1	1	16.3009	1	1
SNORD109B	1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD5	453.653	167.525	520.367	1293.78	520.367	453.653	1	139.104	705.186	1	1	1	1
SNORD59A	129.39	709.493	1	551.025	1	129.39	1	236.03	1	1	138.914	1	1
SNORD59B	129.39	1	1	1	1	129.39	123.148	1	171.574	1	1	1	1
SNORD6	718.453	594.867	824.195	769.397	824.195	718.453	1	329.341	653.227	1	1	1	1
SNORD72	1	1	1	1	1	1	1	1	44.1483	1	1	1	1
SNORD99	90.3123	395.281	205.951	128.539	205.951	90.3123	1	82.7473	173.593	965.715	1	1	1
SNW1	61.4067	59.6332	42.5728	54.7713	42.5728	61.4067	74.8123	94.0353	25.2202	26.6451	71.2952	50.5572	21.2668
SOCS2	16.1681	14.4831	37.893	47.1367	37.893	16.1681	11.0352	13.0566	10.6937	11.6322	12.8912	6.16482	8.4492
SOCS2-AS1	2.77185	3.44439	7.60739	9.64523	7.60739	2.77185	3.24776	2.35164	3.96129	1.58854	2.42747	1	1
SORL1	28.1367	30.1658	17.5024	18.4305	17.5024	28.1367	11.7633	9.8784	32.9333	30.8079	8.69482	5.67921	4.71584
