Genes	tracking_id	AS1	D4CF1	ES1	FS1	AS2	D4CF2	DE2	ES2	FS2	AS3	D4CF3	DE3	ES3
RASSF4	187.468	3.12516	1.02132	3.86321	13.2031	123.502	2.83594	0.919449	3.02667	7.60437	17.3934	1.76799	1.55961	3.85514
RASSF6	7.76584	0.0419886	0.702426	0.0954724	6.08192	8.81629	0.0181845	0.320996	0.10786	6.86997	3.92192	0.0894508	0.340265	0.0849404
RASSF9	1.1908	0.847853	1.04982	0.411809	1.63618	1.51557	1.3386	0.735082	0.492371	0.894622	2.92741	1.4763	0.708755	0.984287
RBBP5	5.69016	12.984	11.8026	12.4686	6.52458	7.71148	14.2076	11.2199	12.1655	7.02806	5.95204	16.4652	10.0163	12.597
RBBP6	19.2283	24.6011	36.0808	29.4948	17.7028	10.2954	27.5698	34.0814	31.4803	17.3621	12.1426	30.6307	28.0124	27.9334
RBBP7	46.9649	128.794	184.436	234.798	53.8579	53.7962	135.942	188.085	238.701	55.117	44.7421	161.984	137.286	240.274
RBFOX1	0	1.68204	0.17564	0.588995	0.492608	0	1.99539	0.22562	0.824456	0.0793075	0.887567	3.30038	0.131823	0.87402
RBM14	6.34775	10.2818	7.00526	10.6295	10.0536	4.78986	9.375	8.97577	11.321	11.8916	14.0544	10.5024	8.09316	11.2595
RBM14-RBM4	0	3.91196	0	0	21.073	27.6087	2.26839	0	0.509374	15.5228	25.2884	0	6.26005	3.61127
RBM24	0	1.84732	24.0938	0.797555	1.02686	1.09876	2.82174	21.4254	0.7702	0.324393	2.07389	1.93893	15.7887	0.866493
RBM26-AS1	0.417316	0.414195	0.442343	0.385591	0.628528	1.06226	0.573193	0.550627	0.345768	0.399469	0.885915	0.639686	0.248862	0.502703
RBM3	35.0565	74.8988	104.412	59.7118	32.9016	71.0467	73.7123	101.839	59.1416	35.8399	44.6522	77.3744	78.8019	68.0823
RBM39	117.567	80.1021	93.7837	92.8	72.7053	76.6062	71.9684	103.245	88.1234	94.5705	44.9363	89.7814	68.6427	95.1158
RBM4	67.9993	64.1715	53.5177	69.4353	29.4791	49.6954	57.9265	58.4028	67.9322	44.3746	61.6882	62.1532	46.8941	70.77
RBM47	127.22	3.16588	6.45347	25.2258	49.3979	95.6887	2.92455	7.15891	26.1303	59.8177	52.6404	2.53408	5.58926	28.0894
RBM6	270.471	46.5319	73.633	68.7525	34.7929	114.348	43.9331	71.6727	64.6314	43.1973	19.4031	46.6905	61.7178	71.8319
RBPMS	0	16.869	29.3333	125.795	28.0254	11.8693	20.5388	31.9445	114.774	7.32987	14.1657	22.0636	31.451	115.016
RBPMS-AS1	0	0.499452	0.474127	0.542452	0.576658	0	0.147473	0.553305	0.42763	0.122859	1.06082	0.0709293	0.622402	0.538824
RC3H2	3.09172	16.3904	18.6902	11.9143	12.313	5.36579	17.0851	19.8099	12.9548	12.0435	3.72979	18.1749	16.963	8.88132
RDH5	24.4741	0.142472	0	0.33975	5.42747	16.8183	0	0.768164	0	19.5061	7.51246	0.324421	0.420718	0.152886
REC114	0	0	0.154667	0	0.338459	0	0	0	0.250884	0.120388	0	0.0696083	0	0.197619
REEP4	5.72799	6.2231	9.57174	6.59999	10.3519	8.10018	7.22096	9.68664	6.23198	8.63336	19.6291	5.63822	11.1487	5.8001
REG1A	755.002	0.485806	0	0.271354	0	613.691	0.0860535	0.25833	0.0998273	0.287103	15050.7	0.331159	0	0.0786155
REG1B	19.098	0	0	0	0	30.3832	0	0	0	0.144032	1600.65	0	0	0
RELL2	2.36533	0.159481	0.185444	2.23546	0.944165	2.94874	0.0304845	0.184945	1.49674	0.877466	2.19606	0.089642	0.458738	1.62904
REP15	62.123	0.564891	2.50249	0.701172	39.3259	32.4039	0.667081	2.75352	0.709366	21.7365	15.5947	1.55097	1.60903	0.710992
REPS1	6.66574	22.4957	17.0714	25.7599	11.1998	9.33474	22.468	19.4988	26.1303	12.852	4.64977	26.3982	16.3483	22.6479
RETNLB	0	0	0	0	0.109973	3.34106	0	0	0	0	51.1052	0	0	0
REV1	11.6762	16.3663	16.8054	16.4612	11.1454	7.43024	15.5628	15.9307	16.1142	11.0454	5.77663	18.4523	12.3061	15.055
REXO1L2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGMB	3.02008	17.3925	26.786	6.87827	28.5247	3.56919	10.3337	27.3666	6.7517	27.3786	57.1401	12.8208	21.7721	6.6409
RGMB-AS1	1.03734	1.0643	3.84421	0.5107	2.49227	0.660127	0.51237	3.97347	0.363232	2.55578	3.47732	0.795774	2.95643	0.442078
RGN	33.759	0.163812	2.79913	0.762501	11.3023	10.9521	0.03627	1.98746	0.378693	117.456	0.590913	0	1.85054	0.89468
RGPD1	0	0	0	0.0168414	0.015358	0	2.39921e-06	0.0360745	0.00929359	0.0330541	0	0	0.0289854	0.0146377
RGPD2	0	0	0	0	0	0	0.0098115	0	0	0.124145	0	0	0	0
RGPD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGPD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS1	4.75344	0.440512	0	0	13.2346	20.1661	0.303451	0	0	10.304	15.6713	0.375354	0	0
RGS4	0.994572	51.7444	0.664388	0.383256	5.53653	0	77.1049	0.200774	0.317239	0.922372	1.24309	51.9967	0.439748	0.233175
RGS5	1.02001	51.1442	62.1201	23.8566	31.1059	8.222	34.3381	66.3071	23.8748	5.29134	12.6622	41.7004	42.8287	22.2016
RHBDD3	10.5071	1.87459	2.61484	2.70673	6.87152	8.65291	1.76193	2.54292	2.55493	8.07552	23.0679	1.36912	4.16813	2.78591
RHBDL2	0	0	0.136462	0.301102	0.249239	0	0.0954874	0	0.258466	0.184991	0.324253	0	0.0383867	0.261702
RIMKLB	2.34785	8.63712	26.3206	26.5691	7.36193	3.41505	8.28717	27.3324	26.976	3.75159	2.36058	9.22613	21.6603	24.5019
RIMS1	0	0.610489	0.574492	0.834261	2.03833	0.782203	0.270356	0.836943	1.04793	0.896891	0.173987	0.233193	0.407949	0.881399
RIMS2	0	3.49371	10.2465	6.48692	0.59732	0.33615	3.26371	9.35517	6.47209	1.16223	0.0639418	4.00464	8.21983	6.19297
RIMS4	0	1.55861	0.66793	11.2466	12.8958	0	1.11131	0.966032	11.158	4.97605	1.18321	1.1491	1.6661	11.036
RIN2	14.7126	3.44018	2.34252	0.361318	7.97428	13.3751	3.29116	2.27698	0.244623	5.87308	13.5397	2.99249	2.63652	0.152681
RIOK1	4.99458	28.8354	27.5335	23.2669	8.78986	9.53498	28.9057	27.1659	24.0381	8.01257	7.88659	39.2142	17.1879	25.1981
RIPK2	2.78074	11.1901	20.1691	16.1307	4.63374	3.03354	12.6614	17.4645	16.9418	4.27394	5.23737	13.6933	13.427	16.4531
RIPK3	48.0062	0.068359	0	0.031819	5.97381	58.2897	0.030272	0	0	5.50372	9.68027	0	0.0730174	0.0276554
RIT2	0	0	0.744447	3.3461	0.407614	0	0	0.868768	2.75293	0	0.355722	0	0.698041	2.90826
RLBP1	0	0	0.0719774	0	1.55118	0	0	0	0	0.0836475	0.547492	0	0.0404944	0
RLIM	6.09492	23.7677	25.2454	17.0971	7.1962	7.87295	27.5611	23.4135	18.6424	9.79353	11.6761	33.421	19.8586	17.2609
RLN2	0	0.190222	3.43107	6.818	0.131737	0	0.084234	2.65552	7.52475	0.1405	0.694176	0.486267	1.93031	7.61895
RMDN2	11.5084	2.08669	2.79655	2.23798	6.2459	5.85341	1.49828	3.03161	2.19198	10.3625	1.91366	1.83755	1.53056	2.10478
RMDN2-AS1	0	0	0	0	0.125955	0	0	0	0	0	0	0	0.0792617	0
RMST	0	1.48651	1.05835	3.60378	0.0429611	0	0.74057	1.31743	3.53188	0.0682954	0	0.343047	1.02546	3.13222
RNASE3	0	0.229239	0	0	0.79343	0	0.101516	0	0.117765	0	0	0.0976657	0	0
RNF10	65.8487	36.4555	46.3365	56.2082	24.7697	69.9495	37.3243	50.6265	54.2886	20.8661	27.3701	39.0933	49.4878	51.1994
RNF112	0.937482	0.291103	0.405303	0.831065	2.84104	0	0.378141	0.257993	0.478545	0.62716	2.61847	0.1819	1.01574	0.67521
RNF113B	0	0.0499881	0.094907	0	0.0346567	0	0.0442733	0.199361	0	0	0	0	0.0533946	0
RNF145	3.88701	70.758	52.0437	39.8853	20.1711	11.2721	75.5138	50.0692	42.284	16.6247	17.8381	95.1519	38.6826	42.1945
RNF19A	32.2705	9.0981	48.0428	6.26896	26.9275	33.1506	8.92029	48.4491	5.66883	34.2787	14.2919	10.7679	41.4624	5.7031
RNF217	0.451392	3.49339	4.79414	1.78932	6.42659	0.746693	4.0632	4.32402	2.2775	6.59905	2.09735	4.48274	3.35659	1.49943
RNF219	2.26952	33.7667	15.554	15.7994	8.07496	1.8053	30.3591	14.8359	16.9889	7.71601	5.29295	36.527	12.0142	15.7569
RNF32	1.12066	0.781716	1.87625	1.34458	1.53338	1.56298	0.942572	1.11162	0.975872	1.77421	1.71536	1.10115	1.42096	1.10713
RNF43	5.63842	6.28254	0.307158	0.301237	9.76647	5.24421	6.14939	0.537679	0.47096	12.1938	20.8839	4.88227	0.532835	0.272712
RNMTL1	13.0576	7.01882	4.81406	10.3314	6.54972	15.8633	10.122	5.12947	10.685	7.94525	16.3153	9.9573	4.47472	11.5663
RNU6-52P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-53P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-57P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-76P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-78P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROPN1B	0	0.147452	0	0.411805	0.10217	0	0	0	0.0757487	0.108736	0	0.0628207	0.23625	0.119307
ROS1	0	0	0	0	1.30757	0	0	0	0	2.2784	0	0	0	0
RPE	18.8383	28.7697	24.6512	31.5608	10.0727	8.97576	31.3881	24.9552	30.2004	10.5369	12.8271	36.4403	19.2119	31.6019
RPGR	1.76009	5.77265	8.90075	6.15331	4.01003	4.3449	5.60135	8.14486	7.32307	5.78594	5.362	6.46509	6.2731	7.54351
RPGRIP1	0	0.125465	0.119104	0.452603	0.119703	0.321197	0.0972316	0.125094	0.628427	0.138186	0.0845838	0.227178	0.167519	0.444137
RPGRIP1L	0	6.93039	4.17468	4.54302	2.28543	0.209264	7.51262	3.59172	4.29654	1.21768	0.330628	8.7987	3.61673	3.64857
RPH3AL	11.5543	0.645417	0.487192	0.335044	3.32895	10.6488	0.795447	0.409351	0.244802	4.10492	7.39445	0.527096	1.53153	0.332346
RPL23AP32	0	0	0	0	0.0975907	5.90812	0	0	0.14494	0.104555	0	0	0.150683	0
RPL31P11	0	0.0873305	0.0829025	0.0406497	0.423888	0	0.11602	0	0.179454	0	0	0.186033	0.0466409	0.247314
RPL36AL	1098.18	270.925	342.32	379.786	76.9205	1394.38	263.501	315.405	363.547	232.215	708.152	288.631	244.181	419.201
RPL37	266.747	442.809	161.34	246.609	166.708	487.141	489.785	151.007	218.453	206.725	45.9555	298.826	220.041	290.537
RPLP1	460.825	475.381	142.723	339.566	1227.04	1485.2	490.483	154.185	297.59	1451.94	290.253	270.075	321.511	306.632
RPP38	20.3817	18.6369	19.6855	21.7035	13.2903	23.5084	19.5208	19.835	23.5208	13.7414	22.3626	19.9587	16.1173	24.2909
RPS27A	307.574	382.405	302.122	376.598	47.6567	692.732	420.033	359.659	319.366	170.312	693.445	491.083	221.479	314.45
RPS29	524.554	745.461	394.5	613.324	646.413	1093.24	675.629	436.006	549.645	574.425	152.503	690.054	380.786	626.17
RPS6	2210.61	3832.96	1670.05	2086.09	1249.1	4357.72	4059.56	1716.22	2008.57	1533.2	4110.5	3952.48	1345.56	2217.99
RPS6KA6	3.30005	4.70901	26.71	6.72592	4.89704	1.20002	5.45044	28.4825	7.09907	3.0249	2.06707	6.32497	22.141	6.58174
RPS7P5	0	0	0	0	0	0	0	0	0	0	0.142512	0	0	0
RPTOR	3.35964	2.60242	2.20002	1.93634	5.61226	2.70703	2.54033	1.65407	2.01106	6.04732	7.33516	1.63491	3.50105	2.22872
RRM2B	7.84515	22.681	19.5449	77.4803	8.79022	5.51788	27.3523	18.2936	82.5156	9.99252	6.20407	32.4834	14.2863	76.3767
RRN3P2	0	0.026773	0	0.049848	0.352868	0	0.0237122	0	0.0550152	0.649258	0.192922	0.182503	0.0285974	0.108313
RRP15	0.872394	12.153	13.2081	13.8624	2.92802	2.22064	11.8215	12.795	15.0921	2.81718	3.6894	15.1663	8.46635	15.7383
RSPH10B	0	0.0202227	0	0.0188261	0	0	0	0.0537678	0	0.0148537	0	0	0	0.0327254
RSPH10B2	0	0	0	0.0564784	0	0	0	0	0.0207776	0	0	0	0	0.0163627
RSRC1	4.98259	22.6575	22.5755	14.8869	6.09361	0.90479	23.8213	22.6929	16.7072	7.1829	4.38273	26.3325	18.7381	15.5579
RTKN2	0.563034	16.2086	10.398	15.8991	2.93202	0.590331	14.6167	10.9167	17.3047	3.07534	1.97452	21.5203	8.57046	15.7353
RTP2	0	0	0	0	0	0	0	0	0	0	0	0	0.0548907	0
RTTN	0.547646	9.2515	5.62851	8.2002	4.04972	0.522753	10.9704	6.78361	8.65635	2.88831	1.10121	13.1167	5.97831	7.41668
RUNDC3B	4.08492	1.03106	0.240972	0.162463	1.76138	1.94959	0.576114	0.189818	0.250831	0.784379	1.51286	0.567806	0.101676	0.222226
RUNX1	1.80078	0.682491	2.13949	0.0853593	3.38236	2.54681	0.33089	2.60958	0.16817	2.16266	5.37202	0.338932	1.41884	0.100802
RUNX1T1	0	1.22662	6.35263	4.55298	3.38888	0.341343	0.715897	6.49032	5.19061	1.0306	1.55114	0.819384	4.52242	4.52748
RWDD2B	12.6349	8.52337	8.75928	9.13587	6.34461	12.0606	8.69168	9.04391	10.1632	7.44835	11.154	12.2266	7.35018	9.68035
RYR1	0	0.0850559	0.0587224	3.0356	0.421448	0	0.154088	0.0462569	3.18335	0.456818	0.104029	0.0691807	0.0991114	2.97327
RYR2	0.0583119	0.0399451	1.04107	0.963467	1.89032	0.14843	0.0450271	1.15377	0.902905	0.319678	0.1889	0.077356	1.26838	0.852087
S100A10	778.51	53.9275	256.489	95.8483	331.703	997.959	50.1443	272.919	91.3297	308.627	331.057	56.0577	138.776	98.0928
S100A2	2.51895	0.0774217	1.17594	0.216225	0.268206	0	0	0.823388	0.238638	0	1.54875	0.19791	1.15777	0
S100A3	0	0.109897	0	0.102308	0	0	0.0973336	0	0.112913	0	2.01078	0	0	0
S100A4	44.2808	43.3239	12.2992	47.2811	11.1184	108.689	69.5622	11.1448	42.2844	5.38614	167.769	58.9822	15.8743	46.5398
S100A5	0	0	0	0.107969	0.240844	0	0	0	0.119161	0.171594	0.212448	0	0	0.093841
S100A6	3881.59	0.122516	5.81519	19.1612	336.035	2339.69	0.108509	4.07178	15.3571	163.582	1040.81	0.104394	7.0667	16.0591
S100G	23.6671	0	0	0	0.325345	30.1217	0	0.313307	0	1.40737	188.159	0	0	0.190692
S100PBP	5.01578	14.2429	26.4764	26.69	8.41693	3.19184	13.2171	24.0212	28.0588	6.48214	4.61017	16.0729	22.0255	25.7662
SAA3P	2.20167	0	0	0	0	0	0	0	0	0	0	0	0	0
SAAL1	5.72182	44.3573	26.4488	51.9159	7.32897	6.37203	48.7259	33.2761	49.3912	7.35434	4.23617	62.7048	20.5014	51.3847
SACS	0.12622	11.0269	15.0495	23.1109	2.85362	0.240966	10.4763	16.0755	25.1389	1.18775	1.00813	16.5921	13.5671	20.004
SAP30BP	42.0884	23.6266	20.8404	22.0422	14.4907	57.2075	23.4178	22.9838	20.4722	15.4419	18.5363	20.6935	23.2329	23.4653
SCAF4	7.08326	22.7958	21.4143	29.2998	13.0174	8.11353	21.8015	23.9875	29.2294	18.737	9.44626	24.0467	19.8253	27.2115
SCAI	0.236881	4.7197	5.23645	4.35256	3.04346	0	6.08731	4.46391	5.09671	2.40948	1.06731	5.83968	4.3744	4.49507
SCAMP1	3.89697	22.4681	26.1979	18.6236	12.0902	2.81379	25.1168	24.1452	21.39	8.67557	7.12808	31.8941	21.1508	19.3107
SCAMP1-AS1	11.2809	2.22362	1.82123	2.76007	3.5977	9.87076	2.54864	2.02866	3.00168	4.10648	10.3215	2.30338	1.72317	2.43419
SCARNA16	0	10.6315	40.373	29.6924	3.51943	0	7.06535	17.488	8.01473	22.7544	7.21945	4.53082	5.67806	19.211
SCARNA9	13.5004	3.52783	9.67476	2.18946	48.2524	0	7.29054	10.943	7.652	7.10503	53.0007	3.34002	5.02432	4.1231
SCFD1	40.1529	46.0671	62.5627	51.2751	21.4255	18.731	48.7478	60.7535	51.9003	26.7216	3.12698	66.4789	42.6922	53.3864
SCGB1A1	3.9611	0	0.449259	0	0	0	0	0	0	0	0	0	0	0
SCGB1B2P	0	0.147449	0.279946	1.64719	0.305966	0	0.130592	0.392034	2.57541	0.437341	1.08684	0.125639	0.629989	1.90887
SCGB1C1	0	0	0	0	1.40909e-05	0	0	0	0	0	0	0	0	0
SCGB1D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B2	0	0.263148	0.49961	0.244974	0.181515	0	0.233064	0.349825	0	0.590502	0	0	0.28108	0.212919
SCHLAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCIMP	0	0	0.180093	0.0948106	0.905546	1.64361	0.058615	0.256466	0.114124	1.53287	3.51111	0.0252292	0.0647167	0
SCIN	81.7558	0.0743797	0	1.17456	2.87748	59.44	0.0854385	0	1.37416	1.78292	2.45049	0.065796	0	1.14147
SCN11A	0	0.0957796	0.601981	0.32992	0.485283	0	0.161177	0.509916	0.334596	0.147622	3.33245	0.198563	0.675246	0.241459
SCN2A	0	0.157125	0.0533667	0.2648	2.87888	0	0.0684623	0.0653894	0.213535	0.123758	0.227041	0.0718536	0.0450357	0.355819
SCYL2	17.0529	24.0777	46.9209	23.2799	17.0572	15.3595	21.6861	47.5254	24.8557	18.3983	12.3395	27.3088	34.599	21.6978
SDCCAG8	5.01142	5.48873	5.82437	3.68734	6.4762	5.76303	5.68859	4.12986	3.94634	6.26703	2.75985	7.0005	3.70483	3.35953
SDHAP3	16.0687	2.66191	5.28895	4.66801	5.74946	8.94732	2.41242	5.51381	4.45225	6.84162	4.71455	2.21543	6.67847	3.85683
SDR39U1	45.8042	16.8813	7.7247	15.1844	14.9059	53.4477	14.1749	8.12093	9.95623	13.5691	28.1691	12.4444	12.288	15.3359
SEC14L1	7.72893	28.2455	21.3383	20.6455	9.70567	19.015	23.8768	21.3876	20.99	9.47929	17.9469	27.9997	21.9279	18.6602
SEC22B	63.2085	41.9089	45.5241	29.9361	46.5925	53.8709	41.6064	44.7935	32.1055	47.9333	45.9724	47.3851	35.0949	31.8448
SEMA3C	2.4685	6.31736	1.32271	0.516656	37.5043	0.966685	2.60409	1.78953	0.570211	34.1683	9.60949	3.59198	0.895511	0.401279
SEMA3D	0.155827	3.66427	10.1778	2.68927	9.72084	0.198325	2.6272	10.3868	2.64932	3.14467	0.6615	2.48626	6.58542	2.32953
SEMA6D	27.0217	3.16582	37.8915	3.69236	20.2304	16.0954	1.24487	44.2849	3.65865	21.727	15.8756	1.33902	30.129	3.25154
SEPN1	3.28329	21.8284	13.4503	24.4418	21.4432	3.28329	23.1354	15.5018	24.1526	25.9665	34.6625	15.5906	30.1771	23.246
SEPP1	716.315	28.2148	62.8946	1.45253	1297.69	828.22	34.9357	54.3688	1.46557	1999.83	181.459	28.4621	45.5569	1.80159
SEPT10	20.0268	48.7513	79.5963	52.6728	19.101	14.9186	55.5835	74.617	53.1007	15.4943	16.9187	72.2347	59.8067	51.7504
SERP1	82.7867	90.6594	68.5122	76.5752	49.1948	123.601	87.9129	71.9712	78.9871	72.3243	80.8244	107.105	53.5193	82.0581
SERPINA2	0	0	0	0	0.142533	0	0	0	0	0	0	0	0	0
SERPINA6	0	0	0	0	1.13734	0	0	0.121144	0	1.24061	0.0823685	0	0.0973374	0
SERPINA7	0	0	0	0	0.43852	0	0	0	0	0.775426	0.304665	0	0	0
SERPINB10	0	0	0	0	0	0	0	0	0	0	0	0.0505105	0	0.0479638
SERPINB11	0	0	0	0	0.0320103	0	0	0	0	0	0	0	0.0493152	0
SERPINB13	0	0	0	0	0	0.404157	0	0	0	0	0	0	0	0
SERPINB2	0	0.103318	0	0	0.0716566	0.707673	0.0305006	0	0	0	0	0.0880357	0	0
SERPINB5	11.681	0	0.275228	0.134953	0	4.46001	0	0.128476	0.0744709	0	12.181	0	0.0516143	0.039098
SERPINE3	0	0	0	0.0913205	0.338368	0	0	0.0633432	0.101306	0	0	0.0414019	0.155642	0.11912
SERTAD4	0	4.32665	1.23527	0.878252	2.30145	0	3.54389	1.16766	1.13641	0.334827	0.938661	3.68667	0.903449	0.526435
SERTAD4-AS1	1.6078	1.28005	0.560837	0.366661	1.97742	0	0.261626	0.523595	0.202334	0.509223	1.79774	0.671208	0.420702	0.398353
SETDB2	2.26516	2.76399	5.49029	3.49879	5.15958	3.32598	3.12389	4.82696	3.76454	6.72911	2.45256	3.87249	4.08496	3.28919
SEZ6L2	0	3.90367	4.70237	8.34507	22.4617	0.798879	5.11796	4.0571	7.50851	18.895	9.78019	2.38779	11.1786	8.02782
SF3B6	258.807	150.698	141.682	156.575	47.8011	226.052	171.696	146.812	156.535	58.9781	67.3364	164.302	110.997	166.737
SFR1	4.64023	7.55077	6.78427	6.58438	2.75142	3.93716	7.8727	5.27308	6.28478	5.2761	8.21073	9.28435	5.97215	6.8442
SFRP2	0	14.1294	10.9175	148.054	10.4836	0	10.8552	11.8816	146.319	0.555631	11.4374	10.3595	13.4075	155.295
SFRP4	0	0.0423881	0	0	0.249968	0	0.0187711	0	0.0217756	0.0778416	0.343267	0.0180592	0	0.0171486
SFTPC	3.71386	0	0	0	0.0526346	6.23672	0	0	0	0	0.551547	0	0	0
SFXN1	31.2033	54.5171	56.8501	43.4794	14.0831	18.9933	54.8306	48.9601	47.3157	16.2565	13.3764	63.4089	46.0414	43.4295
SGK1	646.668	5.27537	1.23741	12.2585	9.55136	199.449	6.62976	1.87696	12.8973	19.5701	80.512	4.65752	1.08128	11.9462
SGTA	62.7628	15.0955	8.49779	12.5002	18.4742	80.4505	13.6898	7.65016	11.311	17.1416	57.8546	8.12505	17.0151	12.9564
SH2D1B	1.21742	0	0	0.0468755	0.122256	0.516483	0	0.0334693	0	0.388481	0.226705	0	0.134461	0
SH2D3A	39.1354	0.245435	1.03551	2.48795	9.53415	64.9192	0.16907	0.978837	1.9333	10.762	15.2799	0.116184	2.09729	2.1624
SH2D6	18.0111	0	0.322956	0.237533	0.0589168	88.1661	0	0	0	0.313866	4.33698	0.144942	0	0.0688172
SH3BGRL	57.5948	68.5726	60.8079	49.8404	69.9961	70.7077	54.1283	55.4264	53.1524	46.7873	49.9463	70.1866	41.9365	55.2704
SH3D19	74.0976	24.9253	18.5511	27.7886	26.5989	53.9043	24.5054	23.8847	29.9732	33.0055	28.0827	27.2366	17.9032	26.9588
SH3GLB1	32.0321	19.0285	31.6549	15.177	23.1772	31.1193	17.8793	30.3467	16.0677	18.5583	19.8886	21.3614	24.4137	14.9566
SH3KBP1	4.64294	8.92844	11.9287	7.45561	5.82133	5.08822	11.4606	11.0509	7.37742	5.77804	8.2975	10.3832	10.3833	6.90479
SHISA3	0	0.896734	6.49484	0.989398	5.15992	0	1.05895	7.50586	1.22845	16.1405	12.4597	1.83949	6.45657	0.698695
SHOC2	23.2739	16.8345	35.9222	17.1941	18.0455	25.8326	17.4294	34.2869	17.7427	16.3362	16.5629	20.9144	26.0236	16.9608
SHOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHOX2	0	1.22975	0.344465	0	0	0	0.267813	0.214387	0	0.0888277	0.0362541	0.652584	0.193788	0.0489174
SI	205.683	0.0101062	0	0	78.2684	161.492	0	0	0	272.014	78.3886	0.00861133	0	0
SIGLECL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIM2	0.237658	0.531768	0.308492	0.165014	0.461232	0.907422	0.457892	0.235642	0.106236	0.22775	0.422259	0.415352	0.157779	0.119518
SIX1	0	1.29994	0	0.066009	0	0.484734	0.58613	0.0628409	0	0.243105	0.170213	0.704875	0.0504918	0.0191238
SIX4	0	6.67002	8.58926	7.67624	0.134168	0	7.89377	7.91609	8.40243	0.0425682	0.0694363	9.64536	6.54633	7.62602
SKA1	1.41686	41.9205	13.8181	15.2294	1.78478	0	50.7142	13.3	15.317	1.82523	5.6593	49.069	11.2494	16.0832
SKA2	16.7357	48.7902	47.9494	32.61	7.92876	13.4833	43.9444	39.2124	34.5754	6.04353	17.2845	58.2333	29.6942	37.3498
SKIDA1	0	3.58069	7.49552	0.991473	0.669016	0	1.64259	6.43227	0.98105	0.518839	0.148372	1.74458	5.07017	1.01031
SKOR1	0	0.122111	0	0	0.220249	0.500941	0.0216301	0	0.0250922	0.143551	0.0879526	0	0.0260864	0
SKOR2	0	0.255983	0	0.0192101	0.0143164	0	0.226749	0	0.0877669	0	0.155579	0.0879146	0	0
SLC10A2	3.17031	0	0	0	0.455608	3.0262	0	0	0	13.9828	2.95157	0	0	0.0132824
SLC10A7	2.11117	3.55825	2.92641	1.60283	3.58391	1.34347	3.0498	3.0954	1.88691	3.51607	2.97774	3.50628	2.13517	1.64518
SLC14A2	0.816865	0	0.0321192	0.0314967	0.481263	0	0	0	0.0521434	3.1565	0.030419	0.0432439	0.0180689	0
SLC16A7	0.162908	1.13092	0.558453	0.609029	1.83385	0	1.53153	0.613508	0.59389	1.97697	1.55598	1.3785	0.368283	0.685266
SLC22A20	0	0	0.256377	1.21819	0.141477	1.10843	0.0478467	0.0637906	0.892745	0.297709	0.579845	0	0.315231	0.857854
SLC22A25	0	0	0	0.0379397	0.0282612	0	0	0.0541782	0	0	0	0	0	0
SLC22A9	0	0	0	0.0259665	0.29023	0	0	0.111241	0.0286585	0.0409982	0	0	0.0893805	0.067706
SLC24A1	0.508726	2.17291	2.11056	1.68177	2.97904	1.29494	2.20527	2.6266	2.03066	2.96506	3.01125	2.33142	2.2758	1.98429
SLC25A31	0	0.0364964	0.0692917	0	0	0	0	0	0.0374978	0	0	0	0	0
SLC25A32	3.89064	15.1597	20.8822	14.643	6.01218	9.96399	15.9193	21.7945	14.9757	6.81826	10.5024	21.4311	14.0655	16.7626
SLC25A37	45.0707	9.5396	4.96398	8.35452	8.64997	37.7577	11.4844	4.18031	8.38561	13.9256	26.7113	9.54353	6.26477	7.7473
SLC25A44	18.2387	8.32871	20.5735	13.4421	13.0534	15.7688	7.02842	22.8514	13.7934	20.4735	16.2525	7.84821	20.6587	13.7002
SLC25A53	0.156709	1.27707	1.9434	1.14349	0.202956	0	0.967019	1.94395	1.44232	0.243265	0.0700256	1.21277	2.093	1.26994
SLC26A2	5.39136	10.0806	9.48451	6.44831	165.958	3.04966	9.75359	8.94061	6.59581	78.6887	5.56766	11.1117	7.73319	6.04493
SLC27A5	0.437884	1.24922	0.30936	1.31464	0.96075	0.557306	1.27477	0.361022	1.06028	1.01782	1.95703	0.532223	0.928245	1.3184
SLC27A6	0	0.729812	5.21999	5.59447	0.490048	0	1.33585	5.56287	5.72437	0.36057	1.72446	1.0366	4.75762	4.40982
SLC2A11	2.48326	2.68119	1.71409	3.66752	4.03692	5.82728	2.11546	1.90285	3.08007	4.12776	2.24711	1.69277	1.96424	2.91659
SLC2A14	0	4.11514	9.43735	3.03437	0.226344	0	6.14431	10.311	3.38477	0.187166	0.130988	7.01245	8.44063	3.109
SLC2A3	0.252912	384.621	928.135	143.022	2.38828	1.60944	508.65	931.525	146.979	3.38129	5.82057	607.463	713.365	143.865
