Genes	tracking_id	AS1	D4CF1	ES1	FS1	AS2	D4CF2	DE2	ES2	FS2	AS3	D4CF3	DE3	ES3
MALRD1	4.52117	0.026372	0.0834495	0.0245508	12.1707	8.27168	0.0467142	0.116862	0.0180638	70.9066	8.30206	0.0674137	0.0469486	0.0142255
MAMLD1	0	0.293631	1.93023	0.207431	1.97827	0.285128	0.185015	3.15928	0.150642	0.906931	1.2671	0.147649	2.13582	0.202829
MAP10	0.898516	1.17351	2.14313	3.03809	1.6985	0.228713	1.12843	2.09492	3.30708	1.35358	1.68634	1.12373	1.56386	3.77092
MAP3K15	0	0.4319	0.68665	0.660664	0.119691	0.570122	0.526567	0.422867	0.602992	0.0841954	0	0.800433	0.471654	0.527322
MAPKAPK3	40.3525	20.9808	12.3114	24.0302	21.023	33.3815	25.1902	13.28	20.6305	37.4087	22.4089	19.6908	19.7896	24.4715
MARC1	8.8201	10.822	20.0001	23.7932	8.54485	2.36328	10.9103	19.2077	22.9772	13.8981	16.0275	11.6737	13.0351	24.4525
MARCH4	0	0.428469	0.49859	1.55691	2.02366	0	0.318278	0.532854	1.36328	0.497215	1.16745	0.247321	0.590539	1.29727
MARCH7	22.5026	63.0985	102.341	71.9683	28.8738	23.364	69.9083	96.8994	78.2755	25.4948	18.4572	81.0173	74.4413	75.4089
MARS2	0.655664	7.61315	4.25125	12.564	3.79904	4.1724	8.40144	5.22278	12.967	4.39583	8.09455	8.03077	4.06598	13.4894
MARVELD2	3.87214	5.49066	8.99493	10.1111	15.4548	2.51052	8.07826	9.6923	11.0051	21.7503	8.59586	5.62438	9.32593	9.41923
MBD3L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBL1P	0	0.603066	0.70226	0.223906	0.4466	0	0.323167	0.918932	0.161008	0.212433	0.609004	0.140022	1.0409	0.139412
MBOAT4	0	0.0402235	0.229104	0.112337	0.64155	0	0.178125	0.160418	0.123982	0.147942	0.145285	0.0685478	0.300752	0.0976374
MCM6	21.8789	83.9431	118.947	89.4142	16.2062	11.0712	89.7525	127.292	91.194	26.1831	13.6646	105.887	101.438	87.1898
MED27	10.4183	8.84503	9.0072	10.4492	3.54017	10.0492	7.99312	11.4973	9.92408	2.65851	12.0221	8.52131	11.187	10.2563
MEOX1	0	0.90313	0	0.0563848	1.33721	0.622072	0.555767	0	0	1.57559	6.55999	1.50221	0	0.0244875
MEOX2	0	0.541636	0	0.0252115	2.47977	0	0.215872	0	0.0834748	0.497548	2.48827	0.415369	0	0
MEP1B	80.8489	0.027853	0	0.0518589	0.0386414	104.042	0	0	0.0286173	0.204698	17.1135	0.0474663	0	0.0450731
MIA3	6.43036	14.8439	22.2309	16.9648	14.3443	3.63738	14.4268	22.2949	17.3375	11.2135	6.27881	15.3699	19.3068	15.4165
MICU1	40.628	29.1499	38.8762	23.6369	24.9854	42.8872	31.4735	35.3463	25.7961	30.1423	27.7324	33.5711	34.0245	22.5232
MIR100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR10A	0	0	0	0	12.1906	0	37.5366	0	0	0	0	18.0565	0	0
MIR10B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR125B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1304	0	0	0	46.4303	203.817	0	0	0	0	1176.52	0	0	53.2735	121.064
MIR135A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR148B	0	0	0	0	18.2806	0	0	0	0	0	0	0	0	0
MIR15A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR16-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR196A1	0	211.096	0	0	231.832	0	373.925	0	0	0	0	719.487	0	0
MIR196A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR196B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR199A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR2117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR218-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR2467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR301A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR326	0	0	0	0	21.4837	0	0	0	0	0	0	0	0	0
MIR3591	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3651	0	74.6878	0	0	0	0	0	0	0	0	0	0	0	0
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3680-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3913-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3913-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4305	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4444-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4472-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4680	0	172.205	0	795.421	0	0	165.337	839.532	8.91556	0	0	1394.56	397.303	580.513
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4700	0	0	0	0	0	0	0	0	384.217	0	0	347.208	0	0
MIR4716	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4742	0	0	265.16	0	0	0	0	92.8321	71.7468	0	0	0	149.179	56.5017
MIR4782	0	0	0	0	45.499	0	0	0	0	0	0	0	0	0
MIR4794	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5187	0	0	0	0	0	0	0	0	0	0	0	0	136.406	0
MIR548F3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548N	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR558	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5693	0	0	0	0	64.0169	0	0	0	0	0	0	0	0	0
MIR570	0	0	0	0	316.745	0	32.7447	0	37.9858	322.652	0	0	0	0
MIR5703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6068	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR615	0	0	0	0	0	0	0	0	0	88.2384	0	0	0	0
MIR626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR630	0	0	0	34.4181	0	0	0	0	0	0	0	31.5028	0	0
MIR632	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR663A	0	0	85.3853	0	116.836	0	0	0	0	0	0	0	0	36.3887
MIR6719	0	0	0	0	30.5255	0	0	0	0	0	0	0	0	50.2646
MIR6733	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6869	0	0	0	0	138.263	0	0	0	0	0	0	0	0	0
MIR8063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8084	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR874	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MITF	0.231292	8.9465	0.43673	0.633388	1.78753	1.47188	14.3772	0.783608	0.649759	0.560083	1.96366	10.0874	0.506746	0.569997
MKNK1-AS1	0	0.0264882	0.0505776	0.0995715	0.263249	0	0	0	0.0818854	0.119379	0.0943414	0.0225516	0.0279768	0.0642584
MLLT10P1	2.76379	0	0	0	1.61826	3.51755	0	0	0	1.48991	0.618499	0	0	0
MMP10	0	0.0754806	0	0.105402	0.392595	0	0	0.200686	0.155103	0.0555133	2.72505	0.064316	0.0403121	0.122146
MMP13	0	0.0466691	0	0	0.0971289	0	0	0	0	0.20572	0	0	0	0
MNX1	9.37924	1.49202	1.10117	0	4.22284	3.41063	1.13791	0.826448	0	9.33473	6.09102	0.565035	0.929655	0
MON1A	41.7894	1.14353	0.43436	0.923218	3.87789	25.825	1.38194	0.557261	0.862265	6.52157	24.3808	0.592831	0.804518	1.19125
MPP6	1.90957	16.0403	34.3872	40.5273	2.07333	1.82277	17.9023	35.3299	40.6538	11.9205	2.02698	22.5442	27.3439	39.8936
MPV17L2	9.88092	4.06835	3.86207	8.0482	3.24361	23.0555	4.27885	3.98871	5.69523	4.34282	20.9814	2.20995	10.3208	8.43524
MRGPRX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRO	11.283	0.142235	0.0475695	0.551852	1.04232	5.33721	0.366192	0.0166502	0.548063	8.46037	2.29587	0.234864	0	0.577832
MROH5	0	0	0	0.0150778	0.0675286	0	0	0.021532	0	0.0118923	0	0	0.0173239	0.0262469
MRPL21	87.9699	54.8682	47.7834	63.6819	30.4642	116.938	53.1662	48.6803	57.7218	31.9497	39.7905	50.0047	39.6414	70.4452
MRPL48	57.8038	38.2667	32.5933	25.5563	15.1434	59.4809	37.6428	37.1984	28.4386	20.3587	16.2231	44.7856	22.0528	30.6565
MRPL52	63.3682	22.6086	24.8256	30.1002	14.5414	57.2195	20.8198	25.6904	26.741	17.3388	31.7519	23.7669	21.3179	28.9981
MRPS10	22.4961	15.2475	27.1071	18.9072	6.77037	14.3157	16.4039	23.937	19.2476	10.1606	25.7372	19.8112	18.4236	19.2292
MRPS22	54.9865	50.6948	38.1111	42.5518	24.723	84.5076	50.5612	44.7871	42.6933	29.537	25.6279	61.3356	30.7962	42.8805
MS4A2	0	0	0	0	0.0738278	0.726712	0	0	0	0.0260439	0.255164	0	0	0
MS4A4A	0	0	0	0	3.0977	2.50627	0	0	0	2.65399	13.6883	0	0	0
MS4A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS4A6E	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1P2	75.4434	0.0241309	0.320703	0.112322	3.18066	14.8483	0.0427444	0.224555	0.198344	9.36116	13.2521	0	0.670158	0.156199
MSX1	1.64001	42.6008	0.0642938	0.189152	0.751582	0	59.5651	0.360147	0.104379	1.6931	0.610849	58.0851	0.108515	0.274001
MT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTHFD2L	0.878217	2.5054	1.65452	1.59717	1.45458	0.558865	2.21898	1.3395	1.98657	1.2408	1.27563	2.97018	1.59986	1.49835
MTPAP	4.52967	9.3621	9.15485	12.3874	5.12828	5.76504	10.1536	9.17595	11.7565	5.79008	5.6247	10.304	7.54637	12.0027
MTRNR2L5	0	0	0	0	0.026531	0	0	0	0	0	0	0	0	0
MTX2	56.9679	62.8	63.1438	55.6466	19.5183	28.3951	68.2635	64.0463	57.5475	18.8497	19.451	86.9606	45.3728	59.1136
MUC22	0	0	0	0.00941796	0	0	0	0	0.0207884	0.0148503	0	0	0	0
MXI1	13.9634	23.6738	23.1217	5.74583	12.6527	24.9596	22.4867	21.7319	5.74495	7.64772	11.2174	22.7053	15.2018	5.49487
MYBBP1A	4.36591	7.0114	2.6859	11.5193	9.37347	3.97424	6.80733	3.56127	11.0963	12.7961	7.39271	3.90613	6.35634	12.4479
MYBL1	0.196456	2.06453	1.22964	2.6243	1.05116	0.250036	2.17439	1.34792	3.02346	0.493111	0.724269	3.13579	0.996453	2.78256
MYL12A	542.93	157.851	339.045	210.59	86.9557	615.405	164.044	343.424	198.772	111.075	250.401	181.678	266.396	217.918
MYT1L-AS1	0	0	0	0	0.0134026	0	0	0	0	0	0	0	0	0
NAALADL2	0.400949	0.623264	0.260331	0.0348132	2.76798	0.510299	0.750734	0.198854	0.179302	3.11119	0.783868	0.817854	0.106518	0.0605157
NAF1	1.32574	17.2405	13.1202	19.1646	10.2339	4.25359	18.2372	14.0576	20.261	6.71013	2.55316	23.1921	10.3811	16.947
NASP	23.3348	254.752	225.327	387.617	28.4228	36.0767	273.788	216.881	391.094	31.0482	26.2618	316.691	178.089	403.242
NCAPG	0.883202	39.4339	42.6951	30.8011	5.66577	0.270702	44.126	40.6977	31.9288	5.24721	4.67288	58.0055	29.0836	30.8466
NCK1	3.35808	12.6371	9.142	9.72462	7.93204	7.97802	13.9147	9.9362	9.93747	6.42445	7.92341	15.3207	7.26898	9.86466
NCK1-AS1	2.49228	3.0647	2.47194	6.12611	2.49418	3.17199	7.23558	3.01269	7.51166	3.20685	1.1858	4.76315	2.41516	6.48088
NCK2	116.749	20.6599	20.7991	25.5275	35.7848	109.678	17.0525	23.3406	25.3478	35.1598	66.0283	18.8255	24.0695	26.6226
NDUFB4	184.553	98.1218	152.513	118.898	60.4485	215.038	110.851	120.226	112.223	82.8251	86.4703	70.189	174.256	130.927
NDUFB9	284.564	115.433	115.097	171.861	65.8055	377.482	105.769	120.432	156.316	93.8121	282.557	100.398	111.493	187.183
NEBL-AS1	0	0	0	0	0	0	0	0	0	0	0.351574	0	0	0
NEK2	4.39456	26.644	28.3418	20.2265	4.34698	3.72871	30.6867	26.3324	21.0174	4.98783	12.7735	36.1214	18.2988	20.1486
NFYB	9.51074	31.9571	31.5774	30.3334	8.27289	3.66805	31.3005	29.7265	30.7186	8.62489	7.7599	41.8445	21.1693	34.23
NGDN	36.8534	55.5727	41.2184	53.5114	15.9939	46.5108	57.5346	47.6217	52.8819	17.9143	16.7907	60.359	31.6832	55.2988
NGFRAP1	4.89384	206.65	304.199	236.946	86.9998	13.3057	193.76	296.152	217.344	68.3951	72.0657	220.724	272.155	234.144
NHS	0	5.17524	1.10567	4.48767	4.74536	0.45226	4.10018	1.16618	4.26384	2.86092	1.36289	3.96952	0.905508	4.13322
NIPSNAP3A	33.8542	16.4683	18.6351	9.40502	22.3271	22.8108	16.7316	20.4186	9.70481	18.1269	22.0312	20.6461	15.6165	9.27091
NKX2-3	0.50048	0	0	0	10.0904	12.7395	0	0	0	8.34528	12.3028	0	0	0
NOL7	67.0909	89.2546	89.8011	104.781	37.5558	99.9226	90.6872	87.9134	93.3235	46.1667	17.7147	112.25	55.4806	104.606
NOMO1	5.83832	6.67716	6.00789	7.66194	2.50798	6.53892	8.1122	7.71874	7.36745	6.45831	7.35735	6.914	7.65935	7.07043
NOSTRIN	24.6967	0.177755	0.270033	0.860061	8.54182	25.5843	0.346115	0.944443	0.583741	12.1569	2.56656	0.332218	0.416886	0.805576
NOX1	0.868879	0.323321	0.409241	0.200654	16.3513	0	0.238626	0.358184	0.24914	3.03026	0	0.367332	0.169873	0.370612
NPEPL1	31.3294	0.97538	4.23001	3.6197	12.2054	19.2936	0.429094	3.74239	2.66623	12.7259	13.4271	0.235202	5.90615	3.513
NPIPA2	0	0	0	0.0550098	0	0	0	0	0	0	0	0	0	0
NPIPA3	0	0	0	0.00671617	0	0	0	0	0	0	0	0	0	0
NPIPB5	3.13774	0.178724	0.246781	0.27226	0.180377	1.33116	0.0863409	0.129597	0.333869	0.560733	1.31456	0.0692219	0.50329	0.420683
NR0B1	0	2.08227	6.53519	0.0791212	0.235739	0	2.29587	5.93175	0.174646	0	0	2.53468	7.30799	0.068768
NR2F1	0.536405	2.41612	0	0.0465429	2.1042	1.36528	1.19539	0	0.0342434	1.27252	6.38173	1.26364	0.0177983	0.0134831
NR2F1-AS1	0.385663	1.26591	0.04542	0.688509	1.03719	0.958382	0.440505	0.0636127	0.93204	1.63741	1.49406	0.814686	0.0499008	0.518247
NRG1	0	2.58712	3.92845	1.58093	4.61398	0	1.77757	4.66853	1.45651	1.83937	0.924891	1.74948	2.89745	1.39056
NRP1	0.689598	15.3904	11.487	2.60906	14.9889	2.85244	10.3109	14.8555	2.55614	8.12188	14.0975	7.43642	10.3327	3.0415
NRXN2	0	1.45577	0	0.975255	10.9409	0.721902	1.0936	0.117089	0.922925	3.75605	2.71844	1.08528	0.0302847	1.11153
NSMCE2	11.3268	50.3022	34.3768	26.7745	8.91869	19.2212	46.2531	32.8938	21.7138	10.2922	11.9212	57.0995	27.4247	27.8404
NSMCE4A	48.2455	54.6303	43.6035	56.9986	22.827	41.2711	57.4299	46.5761	55.4766	19.1348	8.94967	71.6566	33.5087	57.1313
NUDT16	115.797	16.197	10.1447	16.1929	12.5573	52.062	17.7263	11.0592	15.961	17.61	36.8843	18.7264	8.66296	15.6201
NUF2	1.73466	52.5632	48.4026	31.8725	4.86725	0	58.4275	46.7982	30.7269	4.08147	4.52281	72.6179	35.5455	31.2011
OCRL	9.57918	21.1546	8.54999	12.39	13.5665	7.80267	22.6965	9.42352	12.5836	10.9928	7.68361	28.2211	7.08807	11.4448
OGFOD2	24.229	1.53285	1.24725	1.10665	5.25091	23.1277	1.38532	0.706976	0.93209	7.05984	13.0288	1.01291	1.83779	1.06308
OPTN	87.2653	5.55168	30.9465	29.8664	30.4483	100.553	3.70328	29.4899	31.0606	32.67	19.2679	3.97272	32.0822	29.5055
OR10A4	0	0	0	0	0	0	0	0	0.0762275	0	0	0.0632178	0.0792476	0.180091
OR10AG1	0	0.0835977	0	0.233473	0	0	0	0	0	0	0	0	0	0
OR10X1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11H12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11H4	0	0	0	0	0	0	0	0	0	0	0	0	0.0813033	0
OR1F2P	0	0	0	0.0699524	0	0	0	0	0	0	0	0	0	0
OR2A42	0	0	0.15284	0	0	0	0	0	0	0.11879	0	0	0.171975	0.0651357
OR2B6	0	0	0	0.0740281	0.275461	0	0.0704289	0.211425	0.163404	0	0	0.135515	0.169878	0.128683
OR2D2	0	0	0	0.075564	0	0	0	0	0	0	0	0	0	0
OR2G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H1	0	0	0	0.0195679	0	0	0.0372329	0	0	0	0	0.0179104	0.0449037	0
OR2M2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2T29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2T3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2T34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2T5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4C13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4F13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4F5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4N2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4N3P	0	0	0	0	0	0	0	0	0	0	0.146277	0	0	0
OR4N4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4Q3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4S2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR56A4	0	0	0	0	0	0	0	0.0872665	0	0	0	0	0	0
OR56A5	0	0	0	0	0	0	0	0	0.0817018	0	0	0	0.0849388	0.0643414
OR5B12	0	0	0	0	0	0	0	0	0	0.0508964	0	0.0588298	0	0
OR5B2	0	0	0	0	0	0	0	0	0	0	0	0	0.0741834	0.0561941
OR5D14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5I1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7E12P	0	0.467151	18.9581	26.8544	0.283335	1.20495	0.5689	25.0739	24.9584	0.387114	0	0.44781	20.2713	18.1432
OR8B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORAI1	16.8207	1.44681	1.45929	1.47316	15.9883	23.2697	1.6418	1.02179	1.67232	15.5375	55.7389	1.3869	2.17322	1.57305
ORMDL1	26.8642	31.7793	41.1214	30.3996	16.5022	20.0013	29.3688	39.9495	30.3358	19.061	18.9184	37.7407	26.293	33.4588
OTOGL	0	0.0297939	0.0707081	0.138682	0.0827086	0	0.0791633	0.108921	0.0994871	0.098384	0.0133702	0.050774	0.0556924	0.108481
OTP	0	0.0711637	0	0	0	0	0	0	0.0243721	0.0348559	0	0	0	0
OTX2	0	10.6997	395.019	63.4113	0	0	6.76547	385.134	59.2165	0	0	6.82758	324.38	61.9869
OTX2-AS1	0	0.105598	0	0.0245764	0	0.541691	0.140289	0.175477	0.0813719	0	0	0.0449895	0.0845959	0.0213605
OXCT1	1.40827	11.2859	13.1553	23.1793	10.1641	2.15081	12.1807	13.5611	23.8382	8.85239	17.8729	14.5813	10.5784	23.3176
OXCT1-AS1	0	0.115676	0	0.215374	0.529216	0	0.204903	0	0.0792332	0.200398	0.139766	0.361407	0.0823724	0.218391
PABPC1P2	0	0	0	0	0.207424	0	0.0278698	0	0.0161653	0	0	0.0402192	0	0
PALLD	30.4504	45.471	14.5371	29.7725	47.1627	47.5155	40.7295	17.1433	31.6277	13.7733	22.8199	44.8864	11.7408	28.9327
PARD6B	8.56017	2.6077	3.25853	4.09968	4.4776	9.80529	3.66469	2.88297	4.85272	7.61849	3.08412	3.57104	2.45854	4.55362
PATE1	0	0	0	0.0418966	0	0	0	0	0	0	0	0	0	0
PAX3	0	16.6327	0.121905	0.127613	0.0148831	0	11.711	0.305273	0.188631	0.0472027	0	13.5752	0.119348	0.140136
PAX8	0.549336	2.88374	0	0.0476528	1.14842	1.39832	1.75309	0	0.0469712	1.44105	1.04334	0.814065	0.0182212	0.0138011
PAX9	0.325678	0.80891	0.345553	0.263566	0.0280608	0.414499	1.27167	0.0268839	0.270109	0	0.0363862	1.03389	0.324013	0.24544
PAXIP1-AS1	10.5316	2.01583	0.916382	3.48892	5.61289	5.82777	1.9614	1.20781	3.58804	8.13805	12.0232	1.62089	1.27373	3.21617
PBLD	342.934	1.50228	3.76987	1.21515	39.4806	191.166	0.937906	2.52093	1.59772	115.655	30.924	1.17513	3.06051	1.24749
PBX3	0.817244	20.5646	20.3573	20.5299	19.7407	5.72074	7.209	20.8318	19.1981	6.15951	5.48794	8.5163	20.8364	19.0521
PCDH9-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGA4	0	0.215488	0.222162	0.509564	1.06123	0	0.212064	0.157765	0.650693	0.139103	0.514915	0.204005	0.350583	0.420673
PCDHGA5	0	0.026143	0	0.366189	1.63502	0	0.0232391	0.174312	0.48497	0.481736	0.661289	0.0223339	0.252087	0.233396
PCDHGB1	0	0.631906	0.814767	1.07847	0.712301	0	0.629628	0.665028	1.46076	0.0773924	0.0948612	0.605689	0.562454	0.958642
PCDHGB2	0	0.60477	0.748806	0.881197	1.22199	0	0.721932	0.384503	1.43178	0.367106	0.378904	0.483506	1.20765	0.999902
PCED1B	0	0.990217	0.51899	1.6133	1.34195	2.18097	0.908845	0.256728	1.34435	2.14004	2.04137	0.784038	1.1334	1.14462
PCNX	4.89246	9.21262	15.6157	13.6337	11.7117	6.03808	10.3301	15.7507	14.0653	18.7969	4.77794	11.83	13.9866	12.3912
PCSK2	0	0.615871	5.55431	0.525553	1.72228	0.26882	0.255867	6.19159	0.566849	0.320245	1.5692	0.212594	6.71535	0.560597
PCYOX1L	0.806058	10.402	3.98781	10.5216	12.3158	1.53884	12.6676	5.08589	9.19736	26.4384	7.15984	12.6772	4.64733	9.56974
PDHA1	77.8416	32.1312	53.2459	33.5814	15.6931	50.0663	34.5551	60.3752	33.159	19.426	48.0302	33.7028	51.6752	35.1314
PDS5B	4.26686	19.7446	28.0006	20.628	10.8996	5.92424	20.3306	24.8684	21.9727	8.57911	4.00102	23.9883	19.9299	19.999
PDX1	51.9051	0.0495452	0	0	1.82163	46.2427	0.0438811	0	0	0.837284	22.3498	0.0422168	0	0
PDX1-AS1	0.526795	0	0	0	0.045277	0	0.0289083	0	0	0	0.294316	0	0	0
PER3	3.12375	1.4477	0.922333	3.50118	3.12859	3.97569	1.72386	1.29164	4.09671	1.12483	3.42576	1.63179	1.22553	3.24476
PEX11A	17.5111	3.94948	2.07017	1.92079	5.06927	17.4494	4.07334	2.21371	1.5933	7.78821	7.94061	4.23864	2.12929	1.48999
PEX7	4.45723	6.97988	7.58499	8.76354	6.14504	5.67284	8.25611	6.89818	7.83192	8.07658	3.32074	9.07769	6.32739	8.69431
PFDN1	69.5882	61.0439	57.0036	45.1699	18.8166	63.7249	57.3601	50.9197	42.5304	25.6936	52.0695	51.8807	52.5548	47.5266
PFN4	0	0.308329	0	0.382714	0.56932	0	0.182053	0.136646	0.105596	0.379778	0	0	0	0.166318
PGAP1	0.518471	16.112	28.0265	14.6638	6.89613	0.989808	17.6863	25.7102	15.6532	7.45991	3.14684	21.3061	23.0769	13.1542
PGM2L1	0.568245	7.00957	11.9654	22.0786	7.17191	0.433932	6.30845	10.4092	23.4153	0.690306	3.08506	7.58196	9.08895	21.9424
PHC1	0.506407	2.79244	3.29403	40.3332	0.694837	0.527384	2.71377	3.4061	40.3946	0.879977	1.10603	2.80054	3.70126	36.3585
PHEX-AS1	0	0	0	0.0320806	0.0478007	0	0	0	0.0354061	0	0	0	0	0
PHOX2B	0	0.311499	0	0	22.4758	0	0.0183925	0	0	0.533884	7.32423	0.0884746	0	0
PHTF2	1.57557	13.5744	12.4842	11.6531	6.90965	2.82773	13.4201	13.0881	13.0109	4.43439	2.6644	17.7095	9.53688	12.0646
PHYHIPL	18.1878	3.87036	0.506563	0.186803	7.25704	9.9718	1.03883	0.620279	0.142172	7.68029	10.7367	1.827	0.279654	0.182925
PKDCC	3.70657	2.8615	2.52238	8.06301	56.7863	5.24162	1.0409	2.27564	7.5338	60.3003	55.5864	0.653101	7.01358	9.40594
PKIB	49.6462	1.62296	69.8764	107.711	18.0266	42.4108	0.745509	66.0011	105.625	33.1583	4.86684	1.47289	50.0058	113.882
PKP2	12.8861	15.8478	31.2024	12.5299	16.9816	13.7647	16.0252	27.7611	12.0505	10.9421	24.1649	13.053	22.9018	12.4643
PKP4	17.5194	31.7388	31.9869	34.3453	15.3716	15.8058	35.633	31.561	34.9684	19.4305	15.8801	37.2331	30.6602	32.9368
PLA2G2F	0	0	0	0	0.0161881	0.478542	0	0	0	0	0	0	0	0
PLAA	10.2769	24.2407	29.8376	34.3329	8.0767	9.35689	24.1175	32.3566	35.8862	7.36154	7.12548	32.0993	22.4217	33.3393
PLAGL2	6.40343	17.4919	8.74697	10.9327	32.9719	3.96478	20.0683	9.18691	10.4402	65.8852	12.1223	22.0771	8.7038	10.6344
PLBD1	12.61	9.5433	10.3813	12.204	39.3046	6.28009	11.8801	9.5715	11.5479	24.9424	19.9717	9.05775	7.47292	11.4589
PLCL1	0	0.137461	0.0521963	0.0341247	3.38333	0.562407	0.0892802	0.0365477	0.037662	0.652377	0.411372	0.124937	0.0489427	0.0296594
PLCXD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
