Gene	Sample	RPKM
HIST1H2AL	D4CF	0.40653

LOC653513	ESC	0.0772257

MYO15A	Fetal-SI	0.257158

PATZ1	Fetal-SI	20.9862

MIR1278	Adult-SI	0

SCARNA23	Adult-SI	0

PDE4B	ESC	6.57506

AKAP6	ESC	0.119841

AKAP5	D4CF	3.60183

MIR181A2	D4CF	0

LOC100130964	Fetal-SI	0

OR6K3	Adult-SI	0

DSP	Adult-SI	69.2723

TRPM1	Adult-SI	0

CCDC130	Endo	5.72989

LOC100129345	Endo	0

PEX5	D4CF	19.7218

RBBP9	D4CF	15.4448

BASP1P1	Adult-SI	0

MAOA	Adult-SI	224.751

SNAR-A7	Endo	0

NOX1	Adult-SI	0.381284

ANKRD28	Endo	15.3905

DEFB133	ESC	0

PYCR2	D4CF	19.9826

DPRX	Endo	0

ARHGEF33	Fetal-SI	0.182473

HIC2	D4CF	6.5025

STOML3	Endo	0

PDE7B	ESC	0

AMOT	ESC	5.85582

RNF217	ESC	1.57027

RBBP9	Endo	9.19071

MAP2K6	Adult-SI	4.08561

MIR551B	ESC	0

CLYBL	D4CF	1.79562

RBBP9	Fetal-SI	10.2236

SLC16A7	Fetal-SI	1.78794

C8B	ESC	0.0080606

LPHN3	Fetal-SI	5.35816

CHRM5	Endo	0.0641135

MIR4693	D4CF	0

TAB2	Fetal-SI	24.376

DNAJC15	Adult-SI	40.3171

RAB14	Adult-SI	42.9955

LOC100131347	Adult-SI	0.142203

ANKUB1	ESC	0

MIR125B2	ESC	0

SKP1P2	Adult-SI	9.98907

FMNL3	Adult-SI	1.39302

DOCK11	ESC	3.38628

CFHR2	D4CF	0

ZCCHC13	ESC	0

TDP2	Fetal-SI	161.182

PPIP5K2	ESC	14.9081

PPP1R9A	Endo	7.6086

PRMT5	Endo	62.5254

DSG4	ESC	0.00463467

FAR2	D4CF	6.85989

MIR873	Fetal-SI	0

DPRX	D4CF	0.0866656

MIR363	ESC	46.5811

LOC100131564	Fetal-SI	10.0096

MIR181A1	Fetal-SI	0

LGALS8	Adult-SI	14.2179

HEXIM2	ESC	1.37669

SLIT2-IT1	Fetal-SI	0

CNTN1	ESC	8.63564

NOX1	D4CF	0.317121

FSHR	Fetal-SI	0

LOC550113	Adult-SI	0

KCNK5	Adult-SI	43.5001

ATP12A	D4CF	0.0957657

MTPN	ESC	68.4373

MIR2054	Adult-SI	0

CERS5	Fetal-SI	14.9014

FAM178A	Fetal-SI	12.2507

MIR135A2	D4CF	0

TANK	Endo	18.7025

DEFB132	ESC	0

SALL1	D4CF	116.962

PLS1	Fetal-SI	18.8024

MAD1L1	D4CF	4.18011

NHEG1	Fetal-SI	0

FAM175B	ESC	11.977

AKAP5	Fetal-SI	4.24909

GXYLT2	Adult-SI	0.193393

KCNK5	Endo	4.73729

PLA2G2E	Adult-SI	0

OR51F2	Endo	0

TCN2	Adult-SI	13.478

NUBPL	Endo	5.82322

NKAIN2	Fetal-SI	0.550452

NR2C1	Fetal-SI	8.97302

TAAR5	Adult-SI	0

LOC100128554	Endo	0.0304704

SMAD3	Fetal-SI	13.9475

SLC2A1	D4CF	92.8968

MIR30B	ESC	0

SNORD71	Adult-SI	0

PTH	ESC	0

SLC16A7	Endo	0.461556

PRKG2	D4CF	0.546557

WDYHV1	ESC	20.93

TJAP1	Endo	9.07419

NEDD4L	Endo	6.95993

KIAA1456	Adult-SI	0.782151

OR2D2	ESC	0.0368656

CDRT15L2	Fetal-SI	0

POLA1	Endo	24.0343

NAV2	Endo	4.52715

MAP2K6	D4CF	28.853

PRMT5	Adult-SI	12.5896

SLBP	Adult-SI	26.9787

REM2	D4CF	1.39082

TTLL9	Adult-SI	0

CTCFL	Endo	0.0225909

SETD5	D4CF	39.2463

TMEM169	Fetal-SI	2.00318

TECRL	D4CF	0.0949628

PCCB	Endo	29.6528

WDR83	Endo	2.3455

MIR4796	Endo	0

LOC399815	Endo	0.0270491

MIR4279	Endo	0

TSHB	D4CF	0.0606823

SGK494	Endo	6.1616

OR2D2	D4CF	0

HLA-DRB6	Endo	0

SCN3A	ESC	0.0161224

MIR4782	ESC	0

SPG20	Fetal-SI	11.3642

MIR4693	ESC	0

WBSCR27	Endo	0.505613

WDFY2	ESC	13.6613

OR51S1	Adult-SI	0

TRPM1	Fetal-SI	0

SYT16	ESC	0.667871

TUBA1C	Endo	228.398

GDE1	D4CF	35.8012

PADI4	Endo	0.0202547

ZNF280B	Endo	6.16738

C4orf45	D4CF	0.0278679

HIST1H2BI	Endo	0.423066

TTC9	Fetal-SI	0.893579

CDCA7L	D4CF	53.538

SLC24A1	Adult-SI	1.66762

UBA2	D4CF	184.347

KIAA0040	Adult-SI	9.6398

MIR4288	ESC	0

MIR106A	Fetal-SI	0

OR13C9	ESC	0

SRSF4	D4CF	64.6874

POLA1	Adult-SI	3.35317

DCAF17	Adult-SI	3.79538

KCTD6	Endo	17.7854

OR6S1	Adult-SI	0.521443

LMNA	Adult-SI	95.0186

HVCN1	ESC	4.51789

TSSK1B	ESC	0.0341259

IBSP	Adult-SI	0

NKAIN2	ESC	0.458088

OR5A2	D4CF	0

MIR583	Fetal-SI	0

TPI1P3	Fetal-SI	0

CCDC129	ESC	0.151635

CCDC129	Fetal-SI	0.0297968

SMAD2	ESC	11.629

ABCB5	ESC	0.0213004

LOC399815	ESC	0

ELK3	Fetal-SI	8.73109

GPR56	Adult-SI	10.3829

LOC643623	Adult-SI	0

NRG4	Adult-SI	0.186768

MIR3911	ESC	16.1407

RNF148	Fetal-SI	0

CMAS	Endo	41.0209

LOC100128554	ESC	0.00817383

USHBP1	Endo	1.40126

TPP2	Adult-SI	6.8551

SNPH	D4CF	0.158771

ZNF280D	Endo	0.285893

TMEM184C	ESC	19.6796

CLCA3P	Endo	0.00650641

SNAR-D	D4CF	0

KLRC3	Adult-SI	0.829631

CCKAR	Endo	0

GNGT1	ESC	0.130444

WDR38	ESC	0.0189136

OR5B3	Fetal-SI	0

XIRP2	Fetal-SI	0.0387531

LPAR6	Adult-SI	6.44957

CD28	Endo	0

SPINK7	Fetal-SI	0

VIT	ESC	0.0624728

MS4A3	D4CF	0

OR13C9	Endo	0.034269

PKP2	D4CF	15.2687

OR5H15	D4CF	0

SLC36A3	Fetal-SI	0

MAOA	Fetal-SI	62.9206

MIR1298	ESC	0

SYT16	Endo	0.138575

DUSP27	Fetal-SI	0.247648

GTF2H2	Endo	2.95356

MIR3668	D4CF	0

LOC100130298	Endo	0.0835078

OR5B21	Endo	0

NFKB2	Endo	5.66622

ATP12A	Adult-SI	0

DSG4	D4CF	0.182762

CCDC90B	ESC	36.3661

SPINK5	D4CF	0.417845

OR2A7	D4CF	0.389778

JDP2	Fetal-SI	5.10941

UROC1	Fetal-SI	0.0657392

CRB2	Adult-SI	0.0823036

TP63	D4CF	0.166671

OR6K6	Fetal-SI	0

CUX1	ESC	10.7176

LOC100130093	ESC	0.455129

OR6C76	ESC	0

KDM6B	Endo	6.49435

SRGAP2	Adult-SI	2.8995

MIR4276	Endo	0

ANKRD32	Endo	24.2536

HAUS6	D4CF	13.5706

OR10A5	Endo	0

LOC100130298	Fetal-SI	0.177122

OR5B21	D4CF	0

TUSC3	Endo	34.7302

TRAK1	Adult-SI	49.2629

MIR3943	Adult-SI	0

MIR331	D4CF	0

DSP	D4CF	102.269

UEVLD	ESC	5.5639

PSMG1	ESC	64.4931

ELK3	D4CF	16.5209

OLFM3	ESC	0.217289

MIR873	D4CF	0

OR52D1	D4CF	0

SEMA3A	D4CF	22.8138

MALL	Adult-SI	2.25906

NBN	D4CF	18.5166

FMNL3	ESC	4.78135

OR5P2	ESC	0.0259102

SLIT2-IT1	D4CF	0.103319

OTOL1	Fetal-SI	0

WDFY2	Fetal-SI	3.42112

CD19	Endo	0.0119102

FMO1	Endo	0.0351456

TUSC3	Fetal-SI	17.322

CDK13	Endo	19.6709

TAS2R5	Endo	1.4876

PREX1	Adult-SI	3.61431

KIAA0087	Fetal-SI	0.0965565

CPA2	ESC	0.211306

COLEC11	Fetal-SI	0.587891

OR51F2	D4CF	0

RAB8A	ESC	32.3424

DLEU2L	Endo	1.34665

TMEM100	Endo	4.46867

FBXW12	Endo	0.195224

ADH1B	D4CF	0.00664883

TCEB3C	Fetal-SI	0

ACAP2	Adult-SI	10.1086

USP44	Adult-SI	0.149901

STARD10	Adult-SI	130.566

GPM6A	Fetal-SI	7.24651

SPG20	D4CF	31.5408

GNRHR	ESC	0.181459

TTLL9	D4CF	0.108044

NUCB2	Endo	26.8879

PCGEM1	Endo	0

UBA2	Endo	88.7988

CCDC130	ESC	3.77903

CYTIP	Fetal-SI	4.17116

SLC39A8	Fetal-SI	16.7645

MOCS1	Fetal-SI	3.90683

CITED4	Endo	0.115211

OR6K3	ESC	0

CDH2	Endo	442.728

HKR1	D4CF	15.8065

RACGAP1	ESC	25.7869

MOGS	ESC	14.938

MIR4509-1	Fetal-SI	0

SCGB3A2	Fetal-SI	0

LIN28A	ESC	454.919

OR10G2	D4CF	0

MIR3198-1	Fetal-SI	0

SFN	Adult-SI	107.466

HIST3H3	Adult-SI	0

MIR92A2	Fetal-SI	0

GCK	Endo	0.275534

TDRD1	D4CF	0.00779358

DEFB133	Fetal-SI	0

IPO8	D4CF	24.7532

DPY19L2P4	Adult-SI	0

NLRP7	Adult-SI	0.0248826

POLA1	ESC	40.5326

MEX3A	ESC	20.1237

UBA2	Fetal-SI	25.5884

ZBTB24	Adult-SI	4.11987

LRRC37A2	Endo	0.616378

TECRL	Endo	0.00988692

VWCE	Endo	1.33093

FAR2	Endo	16.4607

KCNN2	Fetal-SI	0.66095

LOC100506274	Endo	0.0580592

TDP2	Adult-SI	258.867

LOC283038	ESC	0.0131248

SAMSN1	D4CF	0.0172994

EIF4G3	Fetal-SI	14.9653

GC	Fetal-SI	1.02422

SLC35E3	Adult-SI	0.981694

WDR83	Adult-SI	9.74753

GLT8D2	ESC	4.28836

PTH	D4CF	0

RBBP9	ESC	11.3691

OR6C65	D4CF	0

MRPL17	Adult-SI	17.6124

RARB	Endo	1.30826

FAM101B	ESC	16.4065

ARG2	ESC	67.3724

ROBO2	D4CF	9.95147

LOC100129345	Fetal-SI	0

MAN2B1	D4CF	14.6475

PLSCR2	ESC	0.019605

ITLN1	D4CF	0.0341787

PADI4	Fetal-SI	0.12448

MIR3668	ESC	0

TTLL9	Fetal-SI	0.224899

KIAA1671	Fetal-SI	9.97045

C2orf66	Endo	0.311466

MAP2	Fetal-SI	5.48192

CPB2	Adult-SI	0

SNAR-A14	Fetal-SI	0

HIST3H3	ESC	0.12811

SPAG11B	ESC	0

TAAR6	Adult-SI	0

MAST4	ESC	1.51634

MIR4318	Adult-SI	0

SERPINA12	ESC	0.055667

PROL1	D4CF	0

CFHR3	D4CF	0.258708

BDNF	ESC	1.84708

AGTR2	D4CF	0

OR52D1	ESC	0

TMEM160	Endo	0.669785

PREX1	Endo	21.1804

C3orf79	Endo	0

MIR4773-2	Fetal-SI	0

HLA-DRB6	D4CF	0.201482

SLC9A8	Adult-SI	4.75915

GLT6D1	D4CF	0

ESCO2	Adult-SI	7.52901

CDKN3	Fetal-SI	7.41857

MIR205HG	D4CF	0.672649

SPINK6	Adult-SI	0

HIST1H3G	Fetal-SI	1.05387

DEFB110	ESC	0

ANP32C	Endo	13.9847

SLC36A3	Endo	0.0469786

KIAA0087	Endo	0

AVIL	Endo	1.0343

MALL	D4CF	0

GTF3C3	Adult-SI	8.38371

DPRX	Fetal-SI	0

YEATS4	Fetal-SI	11.7065

FAM101B	D4CF	2.5449

SLC41A1	Adult-SI	2.8947

SNAR-A10	Adult-SI	0

CSPP1	D4CF	7.69074

KDM1B	ESC	3.95584

CDH17	ESC	0.123428

PNRC1	ESC	9.70391

AURKC	Fetal-SI	1.08728

COL3A1	Fetal-SI	489.532

TEX15	Endo	0.970539

SELPLG	Adult-SI	3.53657

AKAP10	Adult-SI	7.04441

ABCB5	Adult-SI	0

TMEM126A	ESC	52.3597

ATP6V1G3	Endo	0.102789

SVOPL	D4CF	0.22236

LIN9	Fetal-SI	2.5803

BAMBI	Adult-SI	0.683655

COX5A	Endo	158.23

HNRNPH3	Adult-SI	83.7247

MIR181A1	Endo	0

GTF3C3	Fetal-SI	11.0877

SNAR-A10	D4CF	0

FBXW12	D4CF	0.220213

CRB2	Endo	0.068392

CYP4A11	Fetal-SI	0.150091

FAM186B	Fetal-SI	0.436726

TRIM55	Endo	0.0368415

RNASE9	D4CF	0

MIR106A	ESC	0

CTCFL	D4CF	0.107861

SORT1	Endo	19.3806

VSIG10	D4CF	5.38033

CPB2	D4CF	0.110515

SLCO6A1	Adult-SI	0

NUCB2	Adult-SI	11.5377

SULT1B1	Fetal-SI	60.4781

MIR30E	ESC	0

PCGEM1	Adult-SI	0

RAB14	ESC	27.2102

NOX4	Adult-SI	0.0272597

TAS2R46	Adult-SI	0

DST	Adult-SI	10.6193

ESCO2	Fetal-SI	3.0345

ELOVL6	Endo	44.1496

GCK	Fetal-SI	0.562855

SNORA70B	Fetal-SI	0

CTAGE4	Endo	0

ADNP2	ESC	28.292

UEVLD	Endo	8.12134

OR5H15	Endo	0

OR2F2	Adult-SI	0

SEMA3A	Adult-SI	0.749384

TRIML2	D4CF	0.186042

GTF3C3	Endo	29.5554

E2F5	ESC	51.6224

MIR30D	Endo	0

MCHR1	Adult-SI	0.199559

IL17A	Fetal-SI	0.0823451

FAM110B	Fetal-SI	1.97416

MIR1244-2	Endo	0

NIPSNAP3B	Adult-SI	0.0955566

MIR449A	Adult-SI	0

FNDC3B	D4CF	20.1886

CCKAR	Adult-SI	0.0750867

OR10A5	Adult-SI	0

HGF	Adult-SI	0.142777

NR2C1	Adult-SI	4.06242

ZMAT3	Fetal-SI	2.52543

CCDC30	Endo	0.232485

IDH1	ESC	299.929

MIR302A	Endo	165.118

VWA2	D4CF	3.60847

PTP4A2	Adult-SI	87.0524

MMP13	Adult-SI	0

SERPINA12	Adult-SI	0.97964

PRMT5	ESC	68.2469

LRRTM2	Endo	0.0984165

SNAR-B1	D4CF	0

GC	Adult-SI	1.52494

BFSP1	Endo	3.43549

ITGB1	D4CF	146.178

NEDD4L	D4CF	6.60669

MIR1233-2	D4CF	0

SNORD71	Endo	0

PYCR2	Adult-SI	30.3494

GALT	Fetal-SI	25.673

GC	Endo	0.0787785

ZFAND6	Adult-SI	77.6372

PSMG1	D4CF	70.6897

TEX15	D4CF	2.73162

SCARNA10	Fetal-SI	0.806991

MEX3A	D4CF	30.9569

HTR7	D4CF	0.239368

CNTN1	D4CF	0.894705

KCP	Adult-SI	2.21675

CITED4	ESC	1.62799

HPD	D4CF	0.129444

RGS12	Adult-SI	5.54489

DEFB110	Endo	0

MIR1972-2	D4CF	0

CCDC88A	Fetal-SI	6.32473

R3HDM1	ESC	25.5215

ZBTB38	Fetal-SI	41.1889

CHRM5	D4CF	0.0373011

ZNF280D	ESC	0.385746

FDXR	D4CF	2.72263

PDE7B	Adult-SI	0.732018

NLRP7	ESC	0.603867

CHI3L2	D4CF	0.0422645

SCARNA23	ESC	0

NBN	Endo	21.1927

BMPR1B	Adult-SI	0.0928121

CDCA7L	Endo	8.19301

DST	Fetal-SI	27.0819

YEATS4	D4CF	65.2927

GRXCR2	Endo	0

A2MP1	Endo	0.146783

OR5A2	Adult-SI	0

SERPINB11	Adult-SI	0

GSTTP2	Endo	0

CYP4A22	D4CF	0

PARP15	Fetal-SI	0.3169

MAN2B1	Fetal-SI	26.8019

MYO15A	Adult-SI	0.0602151

DST	ESC	18.7882

URI1	Fetal-SI	20.8621

PIGX	D4CF	16.6871

CCP110	ESC	8.90779

CDRT15L2	Endo	0

ETS1	ESC	24.1484

MPZL1	Fetal-SI	29.6896

MIR4276	D4CF	0

BDNF	Fetal-SI	0.606527

DYTN	Adult-SI	0

DSG1	ESC	0.0526045

PDK3	D4CF	7.23447

LOC653513	Fetal-SI	0.372211

ZMAT3	D4CF	11.276

VIT	Fetal-SI	0.156397

BMPR1B	D4CF	3.52346

ACTR2	Adult-SI	94.5858

CPA5	Endo	0

GLT6D1	Fetal-SI	0

PTH	Endo	0

MIR567	Endo	0

CPXCR1	Fetal-SI	0

SELPLG	ESC	0.0150277

TAAR6	ESC	0.0424841

STATH	D4CF	0

RIOK1	D4CF	28.9184

AARSD1	Adult-SI	12.4511

GPR87	Endo	0.177117

TPMT	D4CF	7.39515

MIR3911	D4CF	0

CPA5	ESC	0.0278906

URI1	ESC	38.9834

LOC400655	D4CF	0

SHROOM3	Endo	4.22141

PRL	ESC	0

PVR	ESC	5.23139

CPA5	Fetal-SI	0.0113049

KIAA1279	Adult-SI	11.9502

SPINK7	Endo	0

POU6F2	Adult-SI	0

IGSF11-AS1	Adult-SI	0

RGS21	Fetal-SI	0

KIAA1462	D4CF	2.88208

NRG1	Adult-SI	0.32285

ANKUB1	Fetal-SI	0

SLC41A1	Fetal-SI	2.30207

KCNG4	Endo	0

KIF5C	Adult-SI	1.20951

LOC550113	Fetal-SI	0.000110717

ASB17	Fetal-SI	0

HSP90AB4P	ESC	0.0920534

PECR	Adult-SI	28.8293

DLC1	Fetal-SI	10.8609

LOC643623	ESC	0.352002

SVOPL	Endo	0.316237

SIPA1L1	Fetal-SI	9.60548

MIR26A2	Adult-SI	0

PRL	Fetal-SI	0.840304

LDHD	Endo	0.0582385

MIR320C2	D4CF	0

FAM91A1	Adult-SI	18.143

SNAR-A4	Endo	0

LINC00486	Fetal-SI	0

PECR	D4CF	9.19973

ACAP2	ESC	15.6625

UGT2B4	Endo	0

MIR4735	Adult-SI	0

LIN9	D4CF	14.9816

ABL1	Endo	15.2743

NCOR1	D4CF	21.4101

TDRD1	ESC	0.0428623

HIST1H2BI	Fetal-SI	0.0992489

MIR1233-1	Fetal-SI	0

SCARNA10	D4CF	6.9802

HSP90AB4P	Endo	0.0513322

OR6C76	D4CF	0

SELPLG	D4CF	0.0230115

TMSB4X	Fetal-SI	323.871

CHRM5	Adult-SI	0.0260053

FER	Adult-SI	0.817748

MIR2113	Fetal-SI	0

DSP	ESC	19.7526

ZNF280D	Fetal-SI	15.8382

MIR491	Adult-SI	0

SNAR-A4	D4CF	0

LRRC3B	D4CF	0.685642

CDKL4	Endo	0.0495595

FAM184A	Endo	108.73

TMEM27	Fetal-SI	0.885902

LOC339166	ESC	0.105359

FDXR	ESC	4.38608

NHEG1	ESC	0.0135523

SLBP	Endo	45.6743

C6orf211	Endo	117.33

GRAMD1A	Adult-SI	4.61913

TMEM27	Endo	15.8459

FER	Fetal-SI	2.32713

XIRP2	ESC	0.0805723

MSX1	D4CF	61.8198

IFNA2	Adult-SI	0

HPD	Endo	0.105563

MIR106A	Adult-SI	0
MIR320D1	Endo	0

C8B	Fetal-SI	0.0550338

URI1	D4CF	42.5828

OR2A1	Fetal-SI	0.0625229

HIST1H3G	Adult-SI	2.91241

KCNN2	Endo	1.75849

IDH1	D4CF	100.604

GDE1	Adult-SI	35.7604

SH3D19	Endo	18.3656

ITGB1	ESC	102.296

TMEM100	D4CF	2.52419

ZCCHC4	Fetal-SI	4.62834

RBFOX1	ESC	0.735776

TSC22D3	ESC	20.5051

USHBP1	Adult-SI	1.24118

IPO8	Endo	18.9137

CSMD3	D4CF	0.247428

SERF1A	Fetal-SI	0.0936436

DAD1	ESC	117.579

POM121L12	Fetal-SI	0

TMEM164	Adult-SI	19.8753

GSTTP2	Fetal-SI	0

SCYL1	Endo	8.58231

DEFB105A	Endo	0

KCP	Fetal-SI	0.49667

MIR181A2	ESC	7.15731

CCDC30	ESC	0.186475

MIR4699	Fetal-SI	0

CORO2B	Adult-SI	1.49743

DTWD1	Endo	10.7749

OR6C65	Adult-SI	0

FAM127A	Endo	28.9529

NHEG1	Endo	0

CHL1	D4CF	2.19438

CCNJ	Adult-SI	3.19013

DNMT3B	Endo	85.2848

GALT	Endo	8.64795

DIRAS3	Fetal-SI	1.33228

COX5A	ESC	254.295

KRT6B	Adult-SI	0.0177642

SCG5	D4CF	50.7011

NCOR1	Adult-SI	60.2388

TMEM160	ESC	0.539429

TANK	ESC	18.36

MLIP	ESC	0.0112641

LOC100131564	Endo	4.80247

MALL	Fetal-SI	5.29286

KRTAP10-7	Fetal-SI	0

SLC2A1	Endo	11.5515

LRRTM2	Fetal-SI	1.00977

LOC550113	Endo	5.76E-05

ST3GAL4	ESC	7.14758

CRB2	D4CF	6.47738

FAM101B	Fetal-SI	19.5415

ATXN7	Fetal-SI	9.00117

DCAF17	Endo	6.65408

RPSAP52	Adult-SI	0

ANTXR1	ESC	23.7655

WDR83OS	ESC	50.0542

WFDC8	D4CF	0

CSRNP3	Fetal-SI	2.85346

ELOVL6	ESC	64.4686

THSD7A	Endo	1.87501

KLRC3	ESC	0

ZNF385B	D4CF	0.24925

GRXCR2	ESC	0

NRG1	D4CF	2.07667

PRL	Adult-SI	0.0448817

AMOT	Fetal-SI	11.6962

OR56B1	Adult-SI	0

PCCB	Adult-SI	18.8364

SNAR-A6	Endo	0

TDRD1	Adult-SI	0.0256486

CCDC90B	Fetal-SI	15.1263

MSGN1	Endo	0

FAM127A	Adult-SI	44.8857

SNORD70	ESC	36.376

ITLN1	Adult-SI	58.8995

MIR30E	Fetal-SI	0

TTC9	D4CF	2.60696

KLRC2	ESC	0

CAPS	Fetal-SI	10.0939

PATZ1	Endo	35.5775

PPP1R3D	D4CF	2.47548

MIR449A	Fetal-SI	0

SLC35E3	D4CF	6.05291

CSNK1A1L	D4CF	6.72861

EDNRB	D4CF	0.0882949

NAV2	Fetal-SI	3.62917

TLE1	Fetal-SI	9.24857

AIFM1	ESC	42.1747

FSHR	D4CF	0.10156

TECR	ESC	25.8587

XIRP2	Adult-SI	2.44969

VNN2	Adult-SI	0.758105

NAP1L5	Fetal-SI	4.81397

MIR181A1	Adult-SI	0

OR13C3	Endo	0

MRPL48	Fetal-SI	17.1977

MIR605	Adult-SI	0

WNT5B	ESC	0.395399

RBMS3	ESC	0.231514

DUSP27	Adult-SI	0.0192302

WBSCR27	D4CF	0.263891

IQUB	ESC	0.483955

RASSF8	D4CF	14.6134

MIR302B	Fetal-SI	0

MIR4699	ESC	0

ABL1	Fetal-SI	30.4484

MIR4480	ESC	0

POSTN	ESC	0.451567

PLS1	Endo	5.71214

SLC36A3	Adult-SI	0

DEFB110	Adult-SI	0

TMEM47	Endo	41.1703

MIR553	ESC	192.127

PRKG2	Endo	0.225319

PPIP5K2	D4CF	19.6806

FABP9	D4CF	0.0844518

LDHC	Fetal-SI	0

AGPAT1	Endo	53.3745

ILDR1	ESC	0.623338

RBFOX1	Adult-SI	0.309817

ZBTB38	ESC	2.38226

FDFT1	ESC	292.67

SCARNA21	Endo	0

ZFP42	Endo	30.8706

C8orf46	D4CF	0.136308

CAB39L	D4CF	7.17733

CERS5	Adult-SI	9.64372

KIF5C	Endo	28.6233

AGPAT1	ESC	0

ITGB1	Endo	162.811

PLCH1	Endo	5.50611

C6orf226	Endo	0.969828

PTPDC1	Endo	4.17456

FAM180A	Endo	0.0161583

CMPK1	D4CF	29.0408

SNAR-B2	ESC	0

SNAR-A8	D4CF	0

MPZL1	Adult-SI	21.1218

MAN1A2	Endo	17.2744

MIR3943	Fetal-SI	0

PLA2G6	Endo	2.2348

FAM217B	Fetal-SI	7.02139

MIR873	Adult-SI	0

TXNIP	Fetal-SI	371.249

PTPRD	D4CF	16.747

DUSP15	Adult-SI	1.53246

FDXR	Fetal-SI	3.79265

RUFY3	Endo	22.024

